
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,TrackID,ID,
128.778,µm,Spot,Image 1,11,1000260417,318916,
61.2933,µm,Spot,Image 1,11,1000260594,319098,
125.378,µm,Spot,Image 1,11,1000145899,319743,
119.39,µm,Spot,Image 1,11,1000232501,319753,
114.578,µm,Spot,Image 1,11,1000290426,319755,
89.4567,µm,Spot,Image 1,12,1000290900,320267,
190.02,µm,Spot,Image 1,12,1000320447,320447,
34.1277,µm,Spot,Image 1,12,1000178867,323471,
88.7917,µm,Spot,Image 1,12,1000034728,323630,
64.0138,µm,Spot,Image 1,12,1000327258,327258,
25.0364,µm,Spot,Image 1,12,1000008102,327597,
86.8594,µm,Spot,Image 1,12,1000244446,331820,
174.01,µm,Spot,Image 1,12,1000071729,332124,
108.13,µm,Spot,Image 1,12,1000014633,333504,
72.4549,µm,Spot,Image 1,12,1000275823,334574,
80.861,µm,Spot,Image 1,12,1000074239,334588,
167.434,µm,Spot,Image 1,12,1000218062,334649,
140.255,µm,Spot,Image 1,12,1000158060,334766,
165.129,µm,Spot,Image 1,12,1000278844,337535,
77.8206,µm,Spot,Image 1,12,1000221333,337717,
63.3308,µm,Spot,Image 1,12,1000224234,338033,
80.8775,µm,Spot,Image 1,12,1000019405,338084,
121.615,µm,Spot,Image 1,12,1000338312,338312,
93.3585,µm,Spot,Image 1,12,1000165097,338811,
59.4595,µm,Spot,Image 1,12,1000224241,340544,
112.817,µm,Spot,Image 1,12,1000224431,340696,
36.7431,µm,Spot,Image 1,12,1000196023,340725,
148.051,µm,Spot,Image 1,12,1000253547,340780,
110.414,µm,Spot,Image 1,12,1000282540,341020,
108.881,µm,Spot,Image 1,12,1000282868,341314,
164.205,µm,Spot,Image 1,12,1000080712,341500,
159.799,µm,Spot,Image 1,12,1000196749,341815,
105.53,µm,Spot,Image 1,12,1000312915,342010,
45.5121,µm,Spot,Image 1,12,1000111173,342104,
82.2259,µm,Spot,Image 1,12,1000226383,342656,
60.5343,µm,Spot,Image 1,12,1000027048,342982,
128.108,µm,Spot,Image 1,12,1000026374,344546,
84.7318,µm,Spot,Image 1,12,1000026660,344833,
178.022,µm,Spot,Image 1,12,1000199932,344942,
180.642,µm,Spot,Image 1,12,1000257305,344953,
134.817,µm,Spot,Image 1,12,1000024512,345116,
127.852,µm,Spot,Image 1,12,1000260417,347970,
60.7214,µm,Spot,Image 1,12,1000260594,348147,
124.317,µm,Spot,Image 1,12,1000145899,348845,
117.65,µm,Spot,Image 1,12,1000232501,348849,
113.252,µm,Spot,Image 1,12,1000290426,348853,
89.5019,µm,Spot,Image 1,13,1000290900,349380,
190.975,µm,Spot,Image 1,13,1000320447,349580,
33.8343,µm,Spot,Image 1,13,1000178867,352590,
89.1979,µm,Spot,Image 1,13,1000034728,352773,
132.742,µm,Spot,Image 1,13,1000354440,354440,
143.056,µm,Spot,Image 1,13,1000354480,354480,
65.1423,µm,Spot,Image 1,13,1000327258,356160,
26.2277,µm,Spot,Image 1,13,1000008102,356736,
84.6612,µm,Spot,Image 1,13,1000244446,360874,
173.226,µm,Spot,Image 1,13,1000071729,361148,
107.051,µm,Spot,Image 1,13,1000014633,362490,
72.5371,µm,Spot,Image 1,13,1000275823,363531,
