
Track Intensity Center Mean Ch=1 Img=1
 ==================== 
Track Intensity Center Mean,Unit,Category,Channel,Image,ID,
252.824,,Track,1,Image 1,1000946144,
179.889,,Track,1,Image 1,1000953090,
242.5,,Track,1,Image 1,1000962165,
254.077,,Track,1,Image 1,1000976176,
188,,Track,1,Image 1,1000988049,
244.545,,Track,1,Image 1,1001007366,
251.5,,Track,1,Image 1,1001020468,
248.824,,Track,1,Image 1,1001028919,
5.16667,,Track,1,Image 1,1001035449,
101.2,,Track,1,Image 1,1001045764,
116,,Track,1,Image 1,1001046137,
251.833,,Track,1,Image 1,1001054405,
252,,Track,1,Image 1,1001070831,
253.6,,Track,1,Image 1,1001074979,
238.538,,Track,1,Image 1,1001078337,
23.7143,,Track,1,Image 1,1001087121,
9.22222,,Track,1,Image 1,1001088762,
13.3333,,Track,1,Image 1,1001088789,
254.833,,Track,1,Image 1,1001102674,
136.625,,Track,1,Image 1,1001104072,
47.7241,,Track,1,Image 1,1001115718,
239.368,,Track,1,Image 1,1001128302,
61,,Track,1,Image 1,1001128779,
244.111,,Track,1,Image 1,1001129977,
0,,Track,1,Image 1,1001132092,
254.571,,Track,1,Image 1,1001132873,
232.31,,Track,1,Image 1,1001138880,
237.7,,Track,1,Image 1,1001148839,
193.444,,Track,1,Image 1,1001162429,
0,,Track,1,Image 1,1001183631,
223.4,,Track,1,Image 1,1001190228,
251.375,,Track,1,Image 1,1001205984,
251.667,,Track,1,Image 1,1001222072,
37.4,,Track,1,Image 1,1001223904,
253.714,,Track,1,Image 1,1001236985,
44.6667,,Track,1,Image 1,1001244289,
255,,Track,1,Image 1,1001261153,
110.5,,Track,1,Image 1,1001265495,
12.9091,,Track,1,Image 1,1001290709,
255,,Track,1,Image 1,1001298039,
0,,Track,1,Image 1,1001304416,
64.3333,,Track,1,Image 1,1001307011,
84,,Track,1,Image 1,1001310725,
212.778,,Track,1,Image 1,1001347654,
65,,Track,1,Image 1,1001349662,
245.5,,Track,1,Image 1,1001351185,
2.57143,,Track,1,Image 1,1001373018,
251.381,,Track,1,Image 1,1001374929,
248.933,,Track,1,Image 1,1001376957,
251,,Track,1,Image 1,1001382680,
254.125,,Track,1,Image 1,1001390095,
17.5833,,Track,1,Image 1,1001399631,
62.2353,,Track,1,Image 1,1001414282,
248.348,,Track,1,Image 1,1001432525,
111.667,,Track,1,Image 1,1001443126,
250.4,,Track,1,Image 1,1001444551,
31,,Track,1,Image 1,1001447832,
1.85714,,Track,1,Image 1,1001459999,
253.308,,Track,1,Image 1,1001463577,
12.5,,Track,1,Image 1,1001470670,
251.222,,Track,1,Image 1,1001484970,
244.231,,Track,1,Image 1,1001498754,
251.556,,Track,1,Image 1,1001510065,
252.333,,Track,1,Image 1,1001511880,
251.478,,Track,1,Image 1,1001515348,
39,,Track,1,Image 1,1001524529,
9.82759,,Track,1,Image 1,1001524797,
2.66667,,Track,1,Image 1,1001531007,
47.5556,,Track,1,Image 1,1001535243,
254.333,,Track,1,Image 1,1001536213,
223,,Track,1,Image 1,1001549656,
227.429,,Track,1,Image 1,1001571482,
251,,Track,1,Image 1,1001585322,
62.2,,Track,1,Image 1,1001597972,
11.5385,,Track,1,Image 1,1001634186,
253.333,,Track,1,Image 1,1001641521,
245,,Track,1,Image 1,1001649683,
158.75,,Track,1,Image 1,1001660310,
237.364,,Track,1,Image 1,1001662631,
216.286,,Track,1,Image 1,1001662802,
137.857,,Track,1,Image 1,1001692264,
71,,Track,1,Image 1,1001696991,
29.4667,,Track,1,Image 1,1001705575,
22.3684,,Track,1,Image 1,1001708522,
0,,Track,1,Image 1,1001717292,
240.667,,Track,1,Image 1,1001721190,
250.333,,Track,1,Image 1,1001721732,
69.5,,Track,1,Image 1,1001722530,
249.714,,Track,1,Image 1,1001723411,
94.75,,Track,1,Image 1,1001735688,
23.875,,Track,1,Image 1,1001739237,
248.571,,Track,1,Image 1,1001745981,
178.138,,Track,1,Image 1,1001748846,
8.5,,Track,1,Image 1,1001774250,
244.333,,Track,1,Image 1,1001792466,
251.714,,Track,1,Image 1,1001800294,
9.36364,,Track,1,Image 1,1001831823,
249.5,,Track,1,Image 1,1001838017,
93.6429,,Track,1,Image 1,1001843531,
224.833,,Track,1,Image 1,1001850191,
250.6,,Track,1,Image 1,1001869026,
26,,Track,1,Image 1,1001872907,
184.4,,Track,1,Image 1,1001874170,
29.9167,,Track,1,Image 1,1001876881,
253.625,,Track,1,Image 1,1001878744,
251.95,,Track,1,Image 1,1001889904,
253,,Track,1,Image 1,1001895167,
15.8571,,Track,1,Image 1,1001896809,
202.667,,Track,1,Image 1,1001904297,
67.1429,,Track,1,Image 1,1001904618,
253.583,,Track,1,Image 1,1001939884,
253.167,,Track,1,Image 1,1001942811,
37.2727,,Track,1,Image 1,1001954731,
193,,Track,1,Image 1,1001968557,
27.2353,,Track,1,Image 1,1001968819,
70.4286,,Track,1,Image 1,1001978360,
252.4,,Track,1,Image 1,1002006710,
254.5,,Track,1,Image 1,1002029154,
17.4,,Track,1,Image 1,1002031500,
251.895,,Track,1,Image 1,1002047887,
251.368,,Track,1,Image 1,1002051985,
19.2222,,Track,1,Image 1,1002059095,
252.25,,Track,1,Image 1,1002067444,
251.889,,Track,1,Image 1,1002067747,
254,,Track,1,Image 1,1002113497,
253.167,,Track,1,Image 1,1002124155,
238,,Track,1,Image 1,1002125541,
8.66667,,Track,1,Image 1,1002142435,
213.8,,Track,1,Image 1,1002148602,
42.8333,,Track,1,Image 1,1002150876,
253.143,,Track,1,Image 1,1002158806,
0,,Track,1,Image 1,1002180262,
249.5,,Track,1,Image 1,1002182375,
9,,Track,1,Image 1,1002205040,
242,,Track,1,Image 1,1002211774,
30.375,,Track,1,Image 1,1002213141,
202.143,,Track,1,Image 1,1002223441,
251.333,,Track,1,Image 1,1002227684,
52.6923,,Track,1,Image 1,1002236414,
229.692,,Track,1,Image 1,1002242134,
246.9,,Track,1,Image 1,1002242329,
253.333,,Track,1,Image 1,1002243369,
254,,Track,1,Image 1,1002246854,
244,,Track,1,Image 1,1002262996,
229,,Track,1,Image 1,1002273437,
92.5714,,Track,1,Image 1,1002278860,
0,,Track,1,Image 1,1002300559,
81,,Track,1,Image 1,1002307653,
51.4545,,Track,1,Image 1,1002309454,
251.273,,Track,1,Image 1,1002316459,
252.333,,Track,1,Image 1,1002316883,
251.636,,Track,1,Image 1,1002317275,
36.5,,Track,1,Image 1,1002336151,
212.5,,Track,1,Image 1,1002336484,
5.44444,,Track,1,Image 1,1002360360,
114.333,,Track,1,Image 1,1002367218,
232.222,,Track,1,Image 1,1002369367,
251.375,,Track,1,Image 1,1002382179,
0,,Track,1,Image 1,1002396861,
191.625,,Track,1,Image 1,1002402760,
249.333,,Track,1,Image 1,1002404222,
140.857,,Track,1,Image 1,1002429210,
28.1429,,Track,1,Image 1,1002435411,
9.66667,,Track,1,Image 1,1002453328,
1.33333,,Track,1,Image 1,1002454260,
145.167,,Track,1,Image 1,1002458180,
18,,Track,1,Image 1,1002460030,
242.333,,Track,1,Image 1,1002460974,
118.5,,Track,1,Image 1,1002461635,
29.1667,,Track,1,Image 1,1002463724,
