
Intensity Sum of Square Ch=1 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,TrackID,ID,
650250,,Spot,1,Image 1,5,1000025762,141715,
559477,,Spot,1,Image 1,5,1000026374,142006,
771158,,Spot,1,Image 1,5,1000026660,142309,
1.00916e+06,,Spot,1,Image 1,5,1000026789,142442,
0,,Spot,1,Image 1,5,1000024512,142605,
938027,,Spot,1,Image 1,5,1000027048,142723,
1.36095e+06,,Spot,1,Image 1,5,1000027245,142911,
900695,,Spot,1,Image 1,5,1000027656,143300,
728818,,Spot,1,Image 1,5,1000028849,144692,
739691,,Spot,1,Image 1,5,1000028860,144697,
520200,,Spot,1,Image 1,5,1000058544,145135,
551484,,Spot,1,Image 1,5,1000029962,145462,
56930,,Spot,1,Image 1,5,1000145899,145899,
433611,,Spot,1,Image 1,5,1000117221,146100,
924060,,Spot,1,Image 1,6,1000000426,147253,
1.03076e+06,,Spot,1,Image 1,6,1000034728,149987,
13520,,Spot,1,Image 1,6,1000005575,151677,
34074,,Spot,1,Image 1,6,1000094504,151710,
832638,,Spot,1,Image 1,6,1000008102,154042,
431377,,Spot,1,Image 1,6,1000011182,156798,
7393,,Spot,1,Image 1,6,1000071729,157999,
335724,,Spot,1,Image 1,6,1000158060,158060,
4,,Spot,1,Image 1,6,1000069455,158557,
1156,,Spot,1,Image 1,6,1000130081,158794,
640102,,Spot,1,Image 1,6,1000014633,159593,
17171,,Spot,1,Image 1,6,1000014915,159795,
981666,,Spot,1,Image 1,6,1000074239,160614,
574572,,Spot,1,Image 1,6,1000018381,163048,
51206,,Spot,1,Image 1,6,1000135496,164167,
498433,,Spot,1,Image 1,6,1000165097,165097,
604951,,Spot,1,Image 1,6,1000136105,165141,
572045,,Spot,1,Image 1,6,1000023639,165409,
744491,,Spot,1,Image 1,6,1000019405,166686,
573560,,Spot,1,Image 1,6,1000022248,166839,
8036,,Spot,1,Image 1,6,1000080712,166933,
175741,,Spot,1,Image 1,6,1000138478,167324,
579129,,Spot,1,Image 1,6,1000023039,168006,
138261,,Spot,1,Image 1,6,1000111173,168315,
847113,,Spot,1,Image 1,6,1000082174,168492,
915699,,Spot,1,Image 1,6,1000026990,169213,
1.0183e+06,,Spot,1,Image 1,6,1000025863,170750,
840748,,Spot,1,Image 1,6,1000025898,170777,
585225,,Spot,1,Image 1,6,1000025762,170880,
647705,,Spot,1,Image 1,6,1000026374,170923,
578111,,Spot,1,Image 1,6,1000026660,171211,
778589,,Spot,1,Image 1,6,1000026789,171326,
80,,Spot,1,Image 1,6,1000024512,171491,
746518,,Spot,1,Image 1,6,1000027048,171600,
907807,,Spot,1,Image 1,6,1000027245,171786,
644657,,Spot,1,Image 1,6,1000027656,172144,
174396,,Spot,1,Image 1,6,1000028849,173596,
559258,,Spot,1,Image 1,6,1000028860,173606,
975375,,Spot,1,Image 1,6,1000058544,174031,
762563,,Spot,1,Image 1,6,1000029962,174373,
520879,,Spot,1,Image 1,6,1000117221,175066,
642028,,Spot,1,Image 1,6,1000145899,175260,
552886,,Spot,1,Image 1,7,1000178867,178867,
823269,,Spot,1,Image 1,7,1000034728,179036,
101667,,Spot,1,Image 1,7,1000005575,180676,
14285,,Spot,1,Image 1,7,1000094504,180709,
881610,,Spot,1,Image 1,7,1000008102,183000,
560681,,Spot,1,Image 1,7,1000158060,186936,
16321,,Spot,1,Image 1,7,1000071729,187159,
1,,Spot,1,Image 1,7,1000069455,187472,
130,,Spot,1,Image 1,7,1000130081,187691,
880676,,Spot,1,Image 1,7,1000014633,188535,
4364,,Spot,1,Image 1,7,1000014915,188987,
1.00292e+06,,Spot,1,Image 1,7,1000074239,189513,
573560,,Spot,1,Image 1,7,1000018381,191915,
923151,,Spot,1,Image 1,7,1000019405,192882,
149776,,Spot,1,Image 1,7,1000135496,193021,
1.22988e+06,,Spot,1,Image 1,7,1000165097,193932,
853681,,Spot,1,Image 1,7,1000136105,193991,
1.01744e+06,,Spot,1,Image 1,7,1000196023,196023,
7690,,Spot,1,Image 1,7,1000080712,196104,
419,,Spot,1,Image 1,7,1000196749,196749,
132474,,Spot,1,Image 1,7,1000111173,197053,
687805,,Spot,1,Image 1,7,1000082174,197213,
667538,,Spot,1,Image 1,7,1000026990,197885,
1.02828e+06,,Spot,1,Image 1,7,1000025762,199227,
778266,,Spot,1,Image 1,7,1000025863,199350,
648214,,Spot,1,Image 1,7,1000026374,199538,
448574,,Spot,1,Image 1,7,1000199932,199932,
482664,,Spot,1,Image 1,7,1000026789,199942,
2405,,Spot,1,Image 1,7,1000024512,200064,
744576,,Spot,1,Image 1,7,1000027048,200164,
1.0404e+06,,Spot,1,Image 1,7,1000027245,200359,
776739,,Spot,1,Image 1,7,1000027656,200760,
258573,,Spot,1,Image 1,7,1000026660,201704,
694359,,Spot,1,Image 1,7,1000028860,202112,
516142,,Spot,1,Image 1,7,1000058544,202550,
793131,,Spot,1,Image 1,7,1000029962,202900,
572047,,Spot,1,Image 1,7,1000117221,203538,
82540,,Spot,1,Image 1,7,1000145899,203689,
1.11976e+06,,Spot,1,Image 1,8,1000178867,207307,
677584,,Spot,1,Image 1,8,1000034728,207491,
25249,,Spot,1,Image 1,8,1000005575,209230,
27564,,Spot,1,Image 1,8,1000094504,209263,
873084,,Spot,1,Image 1,8,1000008102,211542,
360636,,Spot,1,Image 1,8,1000158060,215684,
92105,,Spot,1,Image 1,8,1000071729,215911,
256,,Spot,1,Image 1,8,1000069455,216187,
0,,Spot,1,Image 1,8,1000130081,216414,
722684,,Spot,1,Image 1,8,1000014633,217248,
70283,,Spot,1,Image 1,8,1000014915,217741,
53709,,Spot,1,Image 1,8,1000218062,218062,
635046,,Spot,1,Image 1,8,1000074239,218280,
639094,,Spot,1,Image 1,8,1000018381,220701,
974866,,Spot,1,Image 1,8,1000221333,221333,
735909,,Spot,1,Image 1,8,1000019405,221685,
917888,,Spot,1,Image 1,8,1000165097,222728,
604935,,Spot,1,Image 1,8,1000136105,222780,
1.14306e+06,,Spot,1,Image 1,8,1000224234,224234,
519182,,Spot,1,Image 1,8,1000224241,224241,
895132,,Spot,1,Image 1,8,1000224431,224431,
183566,,Spot,1,Image 1,8,1000135496,224496,
957115,,Spot,1,Image 1,8,1000196023,224808,
41142,,Spot,1,Image 1,8,1000138478,224884,
5210,,Spot,1,Image 1,8,1000080712,224892,
223,,Spot,1,Image 1,8,1000196749,225577,
29465,,Spot,1,Image 1,8,1000111173,225870,
509549,,Spot,1,Image 1,8,1000082174,226025,
194057,,Spot,1,Image 1,8,1000226383,226383,
801529,,Spot,1,Image 1,8,1000026990,226673,
581670,,Spot,1,Image 1,8,1000025863,228123,
577109,,Spot,1,Image 1,8,1000026374,228289,
740230,,Spot,1,Image 1,8,1000199932,228667,
2253,,Spot,1,Image 1,8,1000024512,228832,
520200,,Spot,1,Image 1,8,1000027245,228847,
518635,,Spot,1,Image 1,8,1000027048,228921,
779282,,Spot,1,Image 1,8,1000027656,229877,
388114,,Spot,1,Image 1,8,1000026660,230497,
476733,,Spot,1,Image 1,8,1000028860,230918,
780300,,Spot,1,Image 1,8,1000058544,231336,
890080,,Spot,1,Image 1,8,1000029962,231689,
442027,,Spot,1,Image 1,8,1000117221,232329,
123400,,Spot,1,Image 1,8,1000145899,232497,
420326,,Spot,1,Image 1,8,1000232501,232501,
950603,,Spot,1,Image 1,9,1000178867,236041,
615559,,Spot,1,Image 1,9,1000034728,236229,
94144,,Spot,1,Image 1,9,1000005575,237846,
31633,,Spot,1,Image 1,9,1000094504,238096,
930190,,Spot,1,Image 1,9,1000008102,240127,
73209,,Spot,1,Image 1,9,1000071729,244439,
705129,,Spot,1,Image 1,9,1000244446,244446,
351796,,Spot,1,Image 1,9,1000158060,244507,
64,,Spot,1,Image 1,9,1000069455,244734,
229,,Spot,1,Image 1,9,1000130081,244994,
617319,,Spot,1,Image 1,9,1000014633,245823,
68001,,Spot,1,Image 1,9,1000014915,246314,
1.11783e+06,,Spot,1,Image 1,9,1000074239,246863,
242815,,Spot,1,Image 1,9,1000218062,246918,
873006,,Spot,1,Image 1,9,1000018381,249362,
455175,,Spot,1,Image 1,9,1000221333,249997,
635079,,Spot,1,Image 1,9,1000019405,250348,
126505,,Spot,1,Image 1,9,1000165097,251399,
848136,,Spot,1,Image 1,9,1000136105,251464,
633005,,Spot,1,Image 1,9,1000224234,252909,
1.98847e+06,,Spot,1,Image 1,9,1000224241,252913,
579129,,Spot,1,Image 1,9,1000224431,253095,
114244,,Spot,1,Image 1,9,1000135496,253178,
897152,,Spot,1,Image 1,9,1000196023,253490,
2477,,Spot,1,Image 1,9,1000253547,253547,
7122,,Spot,1,Image 1,9,1000080712,253569,
339013,,Spot,1,Image 1,9,1000138478,253896,
905,,Spot,1,Image 1,9,1000196749,254212,
90561,,Spot,1,Image 1,9,1000111173,254504,
1.04212e+06,,Spot,1,Image 1,9,1000226383,255067,
1.10085e+06,,Spot,1,Image 1,9,1000025863,256714,
520200,,Spot,1,Image 1,9,1000026374,256892,
904755,,Spot,1,Image 1,9,1000026660,257187,
762559,,Spot,1,Image 1,9,1000199932,257298,
640102,,Spot,1,Image 1,9,1000257305,257305,
12699,,Spot,1,Image 1,9,1000024512,257487,
842782,,Spot,1,Image 1,9,1000027245,257516,
1.09425e+06,,Spot,1,Image 1,9,1000027048,257607,
195075,,Spot,1,Image 1,9,1000027656,258625,
416687,,Spot,1,Image 1,9,1000028860,259655,
851485,,Spot,1,Image 1,9,1000029962,260412,
705630,,Spot,1,Image 1,9,1000260417,260417,
585225,,Spot,1,Image 1,9,1000260594,260594,
382360,,Spot,1,Image 1,9,1000117221,261077,
80697,,Spot,1,Image 1,9,1000145899,261278,
712234,,Spot,1,Image 1,9,1000232501,261285,
969782,,Spot,1,Image 1,10,1000178867,264958,
762493,,Spot,1,Image 1,10,1000034728,265173,
16933,,Spot,1,Image 1,10,1000094504,266925,
946216,,Spot,1,Image 1,10,1000008102,269091,
827079,,Spot,1,Image 1,10,1000244446,273132,
84976,,Spot,1,Image 1,10,1000071729,273397,
121539,,Spot,1,Image 1,10,1000158060,273457,
64,,Spot,1,Image 1,10,1000130081,274092,
642124,,Spot,1,Image 1,10,1000014633,274815,
52873,,Spot,1,Image 1,10,1000218062,275628,
732121,,Spot,1,Image 1,10,1000275823,275823,
761551,,Spot,1,Image 1,10,1000074239,275844,
747111,,Spot,1,Image 1,10,1000018381,278435,
5853,,Spot,1,Image 1,10,1000278844,278844,
844816,,Spot,1,Image 1,10,1000221333,279067,
1.02222e+06,,Spot,1,Image 1,10,1000136105,280223,
1.06783e+06,,Spot,1,Image 1,10,1000165097,280477,
606144,,Spot,1,Image 1,10,1000224234,281995,
756484,,Spot,1,Image 1,10,1000224241,282000,
162909,,Spot,1,Image 1,10,1000019405,282050,
1.02518e+06,,Spot,1,Image 1,10,1000224431,282196,
67485,,Spot,1,Image 1,10,1000135496,282272,
498444,,Spot,1,Image 1,10,1000282540,282540,
1.08236e+06,,Spot,1,Image 1,10,1000196023,282594,
8996,,Spot,1,Image 1,10,1000253547,282661,
844816,,Spot,1,Image 1,10,1000282868,282868,
443883,,Spot,1,Image 1,10,1000138478,283029,
578,,Spot,1,Image 1,10,1000080712,283031,
43817,,Spot,1,Image 1,10,1000196749,283355,
141045,,Spot,1,Image 1,10,1000111173,283651,
525651,,Spot,1,Image 1,10,1000226383,284246,
633927,,Spot,1,Image 1,10,1000027048,284624,
1.33215e+06,,Spot,1,Image 1,10,1000025863,285708,
689184,,Spot,1,Image 1,10,1000026374,286205,
776230,,Spot,1,Image 1,10,1000026660,286479,
830610,,Spot,1,Image 1,10,1000199932,286579,
896142,,Spot,1,Image 1,10,1000257305,286591,
3980,,Spot,1,Image 1,10,1000024512,286743,
523489,,Spot,1,Image 1,10,1000028860,288890,
765591,,Spot,1,Image 1,10,1000260417,289633,
844307,,Spot,1,Image 1,10,1000260594,289822,
19207,,Spot,1,Image 1,10,1000145899,290419,
394159,,Spot,1,Image 1,10,1000232501,290422,
435972,,Spot,1,Image 1,10,1000290426,290426,
707153,,Spot,1,Image 1,11,1000290900,290900,
820669,,Spot,1,Image 1,11,1000178867,294112,
425848,,Spot,1,Image 1,11,1000034728,294300,
720858,,Spot,1,Image 1,11,1000008102,298353,
879176,,Spot,1,Image 1,11,1000244446,302487,
125898,,Spot,1,Image 1,11,1000071729,302750,
363832,,Spot,1,Image 1,11,1000158060,302820,
0,,Spot,1,Image 1,11,1000130081,303418,
908823,,Spot,1,Image 1,11,1000014633,304159,
61543,,Spot,1,Image 1,11,1000218062,304956,
810200,,Spot,1,Image 1,11,1000275823,305169,
939620,,Spot,1,Image 1,11,1000074239,305193,
1174,,Spot,1,Image 1,11,1000278844,308213,
520200,,Spot,1,Image 1,11,1000221333,308444,
585225,,Spot,1,Image 1,11,1000224234,308734,
392638,,Spot,1,Image 1,11,1000019405,308790,
492929,,Spot,1,Image 1,11,1000165097,309573,
1.03735e+06,,Spot,1,Image 1,11,1000224241,311362,
571542,,Spot,1,Image 1,11,1000224431,311542,
1.33869e+06,,Spot,1,Image 1,11,1000196023,311574,
194018,,Spot,1,Image 1,11,1000253547,311626,
650250,,Spot,1,Image 1,11,1000282868,312193,
969277,,Spot,1,Image 1,11,1000282540,312199,
5486,,Spot,1,Image 1,11,1000080712,312392,
34423,,Spot,1,Image 1,11,1000196749,312713,
31637,,Spot,1,Image 1,11,1000312915,312915,
132687,,Spot,1,Image 1,11,1000111173,312994,
478757,,Spot,1,Image 1,11,1000226383,313835,
525809,,Spot,1,Image 1,11,1000027048,313885,
635401,,Spot,1,Image 1,11,1000026374,315460,
580139,,Spot,1,Image 1,11,1000026660,315763,
558270,,Spot,1,Image 1,11,1000199932,315851,
770659,,Spot,1,Image 1,11,1000257305,315870,
1404,,Spot,1,Image 1,11,1000024512,316043,
857539,,Spot,1,Image 1,11,1000260417,318916,
907298,,Spot,1,Image 1,11,1000260594,319098,
11813,,Spot,1,Image 1,11,1000145899,319743,
395749,,Spot,1,Image 1,11,1000232501,319753,
324091,,Spot,1,Image 1,11,1000290426,319755,
836193,,Spot,1,Image 1,12,1000290900,320267,
6330,,Spot,1,Image 1,12,1000320447,320447,
991378,,Spot,1,Image 1,12,1000178867,323471,
416689,,Spot,1,Image 1,12,1000034728,323630,
309397,,Spot,1,Image 1,12,1000327258,327258,
827580,,Spot,1,Image 1,12,1000008102,327597,
638581,,Spot,1,Image 1,12,1000244446,331820,
37074,,Spot,1,Image 1,12,1000071729,332124,
1.09932e+06,,Spot,1,Image 1,12,1000014633,333504,
620031,,Spot,1,Image 1,12,1000275823,334574,
191522,,Spot,1,Image 1,12,1000074239,334588,
201613,,Spot,1,Image 1,12,1000218062,334649,
165820,,Spot,1,Image 1,12,1000158060,334766,
3869,,Spot,1,Image 1,12,1000278844,337535,
973341,,Spot,1,Image 1,12,1000221333,337717,
455175,,Spot,1,Image 1,12,1000224234,338033,
355758,,Spot,1,Image 1,12,1000019405,338084,
263921,,Spot,1,Image 1,12,1000338312,338312,
723043,,Spot,1,Image 1,12,1000165097,338811,
1.81215e+06,,Spot,1,Image 1,12,1000224241,340544,
573057,,Spot,1,Image 1,12,1000224431,340696,
1.39644e+06,,Spot,1,Image 1,12,1000196023,340725,
59782,,Spot,1,Image 1,12,1000253547,340780,
808418,,Spot,1,Image 1,12,1000282540,341020,
518166,,Spot,1,Image 1,12,1000282868,341314,
31571,,Spot,1,Image 1,12,1000080712,341500,
1925,,Spot,1,Image 1,12,1000196749,341815,
659,,Spot,1,Image 1,12,1000312915,342010,
57773,,Spot,1,Image 1,12,1000111173,342104,
651755,,Spot,1,Image 1,12,1000226383,342656,
1.00116e+06,,Spot,1,Image 1,12,1000027048,342982,
844307,,Spot,1,Image 1,12,1000026374,344546,
257557,,Spot,1,Image 1,12,1000026660,344833,
689339,,Spot,1,Image 1,12,1000199932,344942,
958644,,Spot,1,Image 1,12,1000257305,344953,
3343,,Spot,1,Image 1,12,1000024512,345116,
847060,,Spot,1,Image 1,12,1000260417,347970,
910350,,Spot,1,Image 1,12,1000260594,348147,
47555,,Spot,1,Image 1,12,1000145899,348845,
217547,,Spot,1,Image 1,12,1000232501,348849,
357756,,Spot,1,Image 1,12,1000290426,348853,
645170,,Spot,1,Image 1,13,1000290900,349380,
3760,,Spot,1,Image 1,13,1000320447,349580,
540922,,Spot,1,Image 1,13,1000178867,352590,
280572,,Spot,1,Image 1,13,1000034728,352773,
45830,,Spot,1,Image 1,13,1000354440,354440,
10179,,Spot,1,Image 1,13,1000354480,354480,
113197,,Spot,1,Image 1,13,1000327258,356160,
740360,,Spot,1,Image 1,13,1000008102,356736,
766102,,Spot,1,Image 1,13,1000244446,360874,
20031,,Spot,1,Image 1,13,1000071729,361148,
1.0057e+06,,Spot,1,Image 1,13,1000014633,362490,
708189,,Spot,1,Image 1,13,1000275823,363531,
639084,,Spot,1,Image 1,13,1000074239,363546,
265626,,Spot,1,Image 1,13,1000218062,363606,
3528,,Spot,1,Image 1,13,1000278844,366498,
908314,,Spot,1,Image 1,13,1000221333,366718,
773194,,Spot,1,Image 1,13,1000224241,367020,
345129,,Spot,1,Image 1,13,1000019405,367076,
108825,,Spot,1,Image 1,13,1000338312,367314,
576596,,Spot,1,Image 1,13,1000165097,368149,
647202,,Spot,1,Image 1,13,1000224234,369566,
769637,,Spot,1,Image 1,13,1000224431,369729,
167814,,Spot,1,Image 1,13,1000196023,369764,
26555,,Spot,1,Image 1,13,1000253547,369823,
906282,,Spot,1,Image 1,13,1000282540,370059,
17679,,Spot,1,Image 1,13,1000080712,370551,
257050,,Spot,1,Image 1,13,1000282868,370670,
7617,,Spot,1,Image 1,13,1000196749,370869,
0,,Spot,1,Image 1,13,1000312915,371100,
110569,,Spot,1,Image 1,13,1000111173,371189,
169406,,Spot,1,Image 1,13,1000371442,371442,
562790,,Spot,1,Image 1,13,1000226383,371745,
925009,,Spot,1,Image 1,13,1000027048,372095,
2704,,Spot,1,Image 1,13,1000373068,373068,
910350,,Spot,1,Image 1,13,1000026374,373583,
637567,,Spot,1,Image 1,13,1000026660,373869,
575500,,Spot,1,Image 1,13,1000199932,373973,
446552,,Spot,1,Image 1,13,1000257305,373980,
1644,,Spot,1,Image 1,13,1000024512,374152,
559974,,Spot,1,Image 1,13,1000260417,376655,
903745,,Spot,1,Image 1,13,1000260594,377159,
20136,,Spot,1,Image 1,13,1000145899,377817,
157766,,Spot,1,Image 1,13,1000232501,377823,
80881,,Spot,1,Image 1,13,1000290426,377828,
643649,,Spot,1,Image 1,14,1000290900,378365,
8940,,Spot,1,Image 1,14,1000320447,378573,
1.02486e+06,,Spot,1,Image 1,14,1000178867,379911,
252507,,Spot,1,Image 1,14,1000034728,381380,
126400,,Spot,1,Image 1,14,1000354440,383368,
6091,,Spot,1,Image 1,14,1000354480,383405,
33649,,Spot,1,Image 1,14,1000327258,385098,
110365,,Spot,1,Image 1,14,1000385100,385100,
676278,,Spot,1,Image 1,14,1000008102,385535,
192534,,Spot,1,Image 1,14,1000244446,389772,
1.14376e+06,,Spot,1,Image 1,14,1000014633,391286,
868594,,Spot,1,Image 1,14,1000275823,392500,
88757,,Spot,1,Image 1,14,1000218062,392581,
899691,,Spot,1,Image 1,14,1000221333,395328,
2746,,Spot,1,Image 1,14,1000278844,395431,
715275,,Spot,1,Image 1,14,1000224234,395980,
1.06803e+06,,Spot,1,Image 1,14,1000224241,395984,
440789,,Spot,1,Image 1,14,1000019405,396019,
1.08818e+06,,Spot,1,Image 1,14,1000224431,396145,
465258,,Spot,1,Image 1,14,1000338312,396273,
820497,,Spot,1,Image 1,14,1000165097,396760,
953612,,Spot,1,Image 1,14,1000196023,398660,
338090,,Spot,1,Image 1,14,1000253547,398711,
699974,,Spot,1,Image 1,14,1000282540,398941,
772174,,Spot,1,Image 1,14,1000282868,399235,
1524,,Spot,1,Image 1,14,1000196749,399414,
