
Track Area Mean
 ==================== 
Track Area Mean,Unit,Category,ID,
33.733,µm^2,Track,1001722530,
31.057,µm^2,Track,1001723411,
34.0206,µm^2,Track,1001735688,
37.7037,µm^2,Track,1001739237,
33.372,µm^2,Track,1001745981,
48.482,µm^2,Track,1001748846,
27.764,µm^2,Track,1001774250,
28.8165,µm^2,Track,1001792466,
37.2728,µm^2,Track,1001800294,
43.8854,µm^2,Track,1001831823,
45.4886,µm^2,Track,1001838017,
32.8805,µm^2,Track,1001843531,
34.923,µm^2,Track,1001850191,
33.7125,µm^2,Track,1001869026,
41.379,µm^2,Track,1001872907,
76.7299,µm^2,Track,1001874170,
43.0118,µm^2,Track,1001876881,
35.4046,µm^2,Track,1001878744,
27.9249,µm^2,Track,1001889904,
39.7196,µm^2,Track,1001895167,
33.2403,µm^2,Track,1001896809,
34.2543,µm^2,Track,1001904297,
44.6738,µm^2,Track,1001904618,
49.0867,µm^2,Track,1001939884,
24.6513,µm^2,Track,1001942811,
50.4871,µm^2,Track,1001954731,
39.9264,µm^2,Track,1001968557,
40.6693,µm^2,Track,1001968819,
39.0321,µm^2,Track,1001978360,
27.8112,µm^2,Track,1002006710,
55.1656,µm^2,Track,1002029154,
46.0993,µm^2,Track,1002031500,
38.9353,µm^2,Track,1002047887,
33.6417,µm^2,Track,1002051985,
48.5049,µm^2,Track,1002059095,
33.8758,µm^2,Track,1002067444,
36.5863,µm^2,Track,1002067747,
42.903,µm^2,Track,1002113497,
51.7542,µm^2,Track,1002124155,
34.9037,µm^2,Track,1002125541,
36.6735,µm^2,Track,1002142435,
38.9838,µm^2,Track,1002148602,
47.3549,µm^2,Track,1002150876,
36.4867,µm^2,Track,1002158806,
41.2801,µm^2,Track,1002180262,
43.0434,µm^2,Track,1002182375,
53.682,µm^2,Track,1002205040,
33.6296,µm^2,Track,1002211774,
51.785,µm^2,Track,1002213141,
38.4289,µm^2,Track,1002223441,
37.1067,µm^2,Track,1002227684,
42.8081,µm^2,Track,1002236414,
36.6524,µm^2,Track,1002242134,
37.5726,µm^2,Track,1002242329,
53.1551,µm^2,Track,1002243369,
34.8222,µm^2,Track,1002246854,
33.438,µm^2,Track,1002262996,
40.1748,µm^2,Track,1002273437,
35.5179,µm^2,Track,1002278860,
