
Track Intensity Center Mean Ch=6 Img=1
 ==================== 
Track Intensity Center Mean,Unit,Category,Channel,Image,ID,
250,,Track,6,Image 1,1001070831,
251,,Track,6,Image 1,1001074979,
251.077,,Track,6,Image 1,1001078337,
251.286,,Track,6,Image 1,1001087121,
251.611,,Track,6,Image 1,1001088762,
251.333,,Track,6,Image 1,1001088789,
236.167,,Track,6,Image 1,1001102674,
252.125,,Track,6,Image 1,1001104072,
251.724,,Track,6,Image 1,1001115718,
246.684,,Track,6,Image 1,1001128302,
241.143,,Track,6,Image 1,1001128779,
249.333,,Track,6,Image 1,1001129977,
244.1,,Track,6,Image 1,1001132092,
221.286,,Track,6,Image 1,1001132873,
246.966,,Track,6,Image 1,1001138880,
251.4,,Track,6,Image 1,1001148839,
249,,Track,6,Image 1,1001162429,
251.333,,Track,6,Image 1,1001183631,
244,,Track,6,Image 1,1001190228,
251.5,,Track,6,Image 1,1001205984,
235.778,,Track,6,Image 1,1001222072,
251.4,,Track,6,Image 1,1001223904,
251.143,,Track,6,Image 1,1001236985,
251,,Track,6,Image 1,1001244289,
247.167,,Track,6,Image 1,1001261153,
247.667,,Track,6,Image 1,1001265495,
251.909,,Track,6,Image 1,1001290709,
247.667,,Track,6,Image 1,1001298039,
252,,Track,6,Image 1,1001304416,
251.167,,Track,6,Image 1,1001307011,
251.167,,Track,6,Image 1,1001310725,
235.333,,Track,6,Image 1,1001347654,
251.286,,Track,6,Image 1,1001349662,
231.167,,Track,6,Image 1,1001351185,
251.429,,Track,6,Image 1,1001373018,
250.476,,Track,6,Image 1,1001374929,
251.067,,Track,6,Image 1,1001376957,
247.429,,Track,6,Image 1,1001382680,
244.5,,Track,6,Image 1,1001390095,
250.25,,Track,6,Image 1,1001399631,
251.529,,Track,6,Image 1,1001414282,
251.217,,Track,6,Image 1,1001432525,
251.667,,Track,6,Image 1,1001443126,
250.5,,Track,6,Image 1,1001444551,
251.875,,Track,6,Image 1,1001447832,
252.286,,Track,6,Image 1,1001459999,
226.231,,Track,6,Image 1,1001463577,
234,,Track,6,Image 1,1001470670,
251.111,,Track,6,Image 1,1001484970,
245.231,,Track,6,Image 1,1001498754,
251.111,,Track,6,Image 1,1001510065,
243,,Track,6,Image 1,1001511880,
251.565,,Track,6,Image 1,1001515348,
249.941,,Track,6,Image 1,1001524529,
250.552,,Track,6,Image 1,1001524797,
248.75,,Track,6,Image 1,1001531007,
251.889,,Track,6,Image 1,1001535243,
247.333,,Track,6,Image 1,1001536213,
240.5,,Track,6,Image 1,1001549656,
251.143,,Track,6,Image 1,1001571482,
251.167,,Track,6,Image 1,1001585322,
249.8,,Track,6,Image 1,1001597972,
251.5,,Track,6,Image 1,1001634186,
251.5,,Track,6,Image 1,1001641521,
250.545,,Track,6,Image 1,1001649683,
252,,Track,6,Image 1,1001660310,
250.818,,Track,6,Image 1,1001662631,
251.286,,Track,6,Image 1,1001662802,
251.714,,Track,6,Image 1,1001692264,
244.667,,Track,6,Image 1,1001696991,
251.333,,Track,6,Image 1,1001705575,
251.895,,Track,6,Image 1,1001708522,
250.526,,Track,6,Image 1,1001717292,
245.667,,Track,6,Image 1,1001721190,
251,,Track,6,Image 1,1001721732,
251.75,,Track,6,Image 1,1001722530,
251.286,,Track,6,Image 1,1001723411,
251.5,,Track,6,Image 1,1001735688,
251,,Track,6,Image 1,1001739237,
250.429,,Track,6,Image 1,1001745981,
246.69,,Track,6,Image 1,1001748846,
251.375,,Track,6,Image 1,1001774250,
248.5,,Track,6,Image 1,1001792466,
251.714,,Track,6,Image 1,1001800294,
251.182,,Track,6,Image 1,1001831823,
251.25,,Track,6,Image 1,1001838017,
251.429,,Track,6,Image 1,1001843531,
243,,Track,6,Image 1,1001850191,
250.9,,Track,6,Image 1,1001869026,
251.714,,Track,6,Image 1,1001872907,
251.867,,Track,6,Image 1,1001874170,
251.5,,Track,6,Image 1,1001876881,
251,,Track,6,Image 1,1001878744,
250.85,,Track,6,Image 1,1001889904,
228.75,,Track,6,Image 1,1001895167,
251.143,,Track,6,Image 1,1001896809,
231.833,,Track,6,Image 1,1001904297,
248,,Track,6,Image 1,1001904618,
234.083,,Track,6,Image 1,1001939884,
247.333,,Track,6,Image 1,1001942811,
251.455,,Track,6,Image 1,1001954731,
249,,Track,6,Image 1,1001968557,
251.471,,Track,6,Image 1,1001968819,
251.667,,Track,6,Image 1,1001978360,
251,,Track,6,Image 1,1002006710,
236.625,,Track,6,Image 1,1002029154,
251.6,,Track,6,Image 1,1002031500,
251.211,,Track,6,Image 1,1002047887,
250.526,,Track,6,Image 1,1002051985,
251.556,,Track,6,Image 1,1002059095,
242.875,,Track,6,Image 1,1002067444,
251.222,,Track,6,Image 1,1002067747,
237.091,,Track,6,Image 1,1002113497,
243.333,,Track,6,Image 1,1002124155,
241.588,,Track,6,Image 1,1002125541,
250.111,,Track,6,Image 1,1002142435,
243.933,,Track,6,Image 1,1002148602,
251,,Track,6,Image 1,1002150876,
251.071,,Track,6,Image 1,1002158806,
251.429,,Track,6,Image 1,1002180262,
246.375,,Track,6,Image 1,1002182375,
251.5,,Track,6,Image 1,1002205040,
247.286,,Track,6,Image 1,1002211774,
252,,Track,6,Image 1,1002213141,
238.5,,Track,6,Image 1,1002223441,
251.5,,Track,6,Image 1,1002227684,
250.308,,Track,6,Image 1,1002236414,
240.385,,Track,6,Image 1,1002242134,
251.1,,Track,6,Image 1,1002242329,
233.083,,Track,6,Image 1,1002243369,
248.167,,Track,6,Image 1,1002246854,
251.286,,Track,6,Image 1,1002262996,
243.571,,Track,6,Image 1,1002273437,
248,,Track,6,Image 1,1002278860,
251.5,,Track,6,Image 1,1002300559,
247.727,,Track,6,Image 1,1002307653,
251.818,,Track,6,Image 1,1002309454,
251,,Track,6,Image 1,1002316459,
248.667,,Track,6,Image 1,1002316883,
249.273,,Track,6,Image 1,1002317275,
251,,Track,6,Image 1,1002336151,
251,,Track,6,Image 1,1002336484,
251,,Track,6,Image 1,1002360360,
251.222,,Track,6,Image 1,1002367218,
251.222,,Track,6,Image 1,1002369367,
251.5,,Track,6,Image 1,1002382179,
251.625,,Track,6,Image 1,1002396861,
251.875,,Track,6,Image 1,1002402760,
251,,Track,6,Image 1,1002404222,
250.714,,Track,6,Image 1,1002429210,
251.429,,Track,6,Image 1,1002435411,
251.167,,Track,6,Image 1,1002453328,
251.167,,Track,6,Image 1,1002454260,
251,,Track,6,Image 1,1002458180,
251.833,,Track,6,Image 1,1002460030,
250.5,,Track,6,Image 1,1002460974,
239,,Track,6,Image 1,1002461635,
246.667,,Track,6,Image 1,1002463724,
