
Velocity Angle
 ==================== 
Velocity Angle X,Velocity Angle Y,Velocity Angle Z,Unit,Category,Collection,Time,TrackID,ID,
126.697,130.012,61.3682,°,Spot,Velocity Angle,6,1000019405,166686,
120.895,90.3706,149.11,°,Spot,Velocity Angle,6,1000022248,166839,
113.856,134.85,54.3836,°,Spot,Velocity Angle,6,1000080712,166933,
25.9279,80.8372,65.9739,°,Spot,Velocity Angle,6,1000138478,167324,
148.203,58.2561,91.6994,°,Spot,Velocity Angle,6,1000023039,168006,
101.581,133.634,134.065,°,Spot,Velocity Angle,6,1000111173,168315,
136.431,132.859,96.4206,°,Spot,Velocity Angle,6,1000082174,168492,
152.51,107.018,110.924,°,Spot,Velocity Angle,6,1000026990,169213,
124.256,140.53,72.8093,°,Spot,Velocity Angle,6,1000025863,170750,
119.096,122.039,46.0202,°,Spot,Velocity Angle,6,1000025898,170777,
130.413,139.585,90.76,°,Spot,Velocity Angle,6,1000025762,170880,
117.993,151.108,96.6148,°,Spot,Velocity Angle,6,1000026374,170923,
120.123,125.997,50.6052,°,Spot,Velocity Angle,6,1000026660,171211,
130.459,139.548,90.2199,°,Spot,Velocity Angle,6,1000026789,171326,
102.042,76.8306,162.011,°,Spot,Velocity Angle,6,1000024512,171491,
122.307,128.496,55.1221,°,Spot,Velocity Angle,6,1000027048,171600,
170.401,99.0498,86.8055,°,Spot,Velocity Angle,6,1000027245,171786,
134.139,129.506,70.5895,°,Spot,Velocity Angle,6,1000027656,172144,
143.487,53.4843,90.0027,°,Spot,Velocity Angle,6,1000028849,173596,
150.137,119.871,90.0027,°,Spot,Velocity Angle,6,1000028860,173606,
142.392,125.712,100.28,°,Spot,Velocity Angle,6,1000058544,174031,
126.799,143.209,90.0027,°,Spot,Velocity Angle,6,1000029962,174373,
115.415,154.593,90.0027,°,Spot,Velocity Angle,6,1000117221,175066,
107.355,114.129,30.3973,°,Spot,Velocity Angle,6,1000145899,175260,
32.0939,121.6,95.0619,°,Spot,Velocity Angle,7,1000178867,178867,
38.396,53.2529,99.5952,°,Spot,Velocity Angle,7,1000034728,179036,
41.0809,51.3727,101.84,°,Spot,Velocity Angle,7,1000005575,180676,
24.8365,73.8142,108.313,°,Spot,Velocity Angle,7,1000094504,180709,
96.4306,158.252,69.3132,°,Spot,Velocity Angle,7,1000008102,183000,
117.127,119.191,41.8826,°,Spot,Velocity Angle,7,1000158060,186936,
78.6417,125.745,38.0585,°,Spot,Velocity Angle,7,1000071729,187159,
67.1347,118.939,38.3581,°,Spot,Velocity Angle,7,1000069455,187472,
111.692,157.269,83.5075,°,Spot,Velocity Angle,7,1000130081,187691,
20.9045,110.892,89.2461,°,Spot,Velocity Angle,7,1000014633,188535,
77.2291,117.098,30.4181,°,Spot,Velocity Angle,7,1000014915,188987,
36.1058,120.225,72.1604,°,Spot,Velocity Angle,7,1000074239,189513,
48.5275,138.512,91.024,°,Spot,Velocity Angle,7,1000018381,191915,
40.8316,111.423,122.846,°,Spot,Velocity Angle,7,1000019405,192882,
44.355,110.769,52.9521,°,Spot,Velocity Angle,7,1000135496,193021,
32.4944,122.464,88.6939,°,Spot,Velocity Angle,7,1000165097,193932,
49.9854,138.9,82.1308,°,Spot,Velocity Angle,7,1000136105,193991,
6.03775,84.0327,90.9015,°,Spot,Velocity Angle,7,1000196023,196023,
71.3591,137.445,53.4145,°,Spot,Velocity Angle,7,1000080712,196104,
58.9677,147.952,82.7703,°,Spot,Velocity Angle,7,1000138478,196432,
13.2909,103.294,90.0155,°,Spot,Velocity Angle,7,1000196749,196749,
34.2082,124.115,92.2683,°,Spot,Velocity Angle,7,1000111173,197053,
29.7814,116.292,102.995,°,Spot,Velocity Angle,7,1000082174,197213,
62.8147,75.9351,31.1673,°,Spot,Velocity Angle,7,1000026990,197885,
90.8886,141.623,128.371,°,Spot,Velocity Angle,7,1000025762,199227,
65.3335,155.178,87.379,°,Spot,Velocity Angle,7,1000025863,199350,
65.2097,154.775,85.6172,°,Spot,Velocity Angle,7,1000026374,199538,
35.7553,103.91,122.184,°,Spot,Velocity Angle,7,1000199932,199932,
96.5528,167.557,100.542,°,Spot,Velocity Angle,7,1000026789,199942,
17.2831,74.1047,96.6074,°,Spot,Velocity Angle,7,1000024512,200064,
48.2697,138.117,87.0281,°,Spot,Velocity Angle,7,1000027048,200164,
85.4809,48.8326,138.476,°,Spot,Velocity Angle,7,1000027245,200359,
80.4658,142.357,53.9932,°,Spot,Velocity Angle,7,1000027656,200760,
71.7206,142.373,58.4123,°,Spot,Velocity Angle,7,1000026660,201704,
179.685,90.3227,90.0027,°,Spot,Velocity Angle,7,1000028860,202112,
160.573,103.132,104.071,°,Spot,Velocity Angle,7,1000058544,202550,
179.276,90.7317,90.0027,°,Spot,Velocity Angle,7,1000029962,202900,
137.956,132.052,90.0027,°,Spot,Velocity Angle,7,1000117221,203538,
129.311,140.696,90.0027,°,Spot,Velocity Angle,7,1000145899,203689,
97.0587,7.78147,86.7384,°,Spot,Velocity Angle,8,1000178867,207307,
106.56,19.2418,80.4759,°,Spot,Velocity Angle,8,1000034728,207491,
125.503,35.6698,93.0368,°,Spot,Velocity Angle,8,1000005575,209230,
111.407,40.0171,58.0363,°,Spot,Velocity Angle,8,1000094504,209263,
118.993,29.0398,88.4474,°,Spot,Velocity Angle,8,1000008102,211542,
110.302,24.9231,76.1626,°,Spot,Velocity Angle,8,1000158060,215684,
91.9132,25.8493,64.2346,°,Spot,Velocity Angle,8,1000071729,215911,
114.572,25.18,84.8278,°,Spot,Velocity Angle,8,1000069455,216187,
105.663,15.663,90.3066,°,Spot,Velocity Angle,8,1000130081,216414,
90.484,1.2126,88.8897,°,Spot,Velocity Angle,8,1000014633,217248,
121.714,32.2627,84.6685,°,Spot,Velocity Angle,8,1000014915,217741,
144.787,104.124,58.4995,°,Spot,Velocity Angle,8,1000218062,218062,
133.054,43.2386,86.7291,°,Spot,Velocity Angle,8,1000074239,218280,
91.2644,15.7065,105.656,°,Spot,Velocity Angle,8,1000018381,220701,
97.8291,8.09614,87.9433,°,Spot,Velocity Angle,8,1000221333,221333,
96.8497,10.1577,97.4698,°,Spot,Velocity Angle,8,1000019405,221685,
96.8312,21.5432,110.332,°,Spot,Velocity Angle,8,1000165097,222728,
79.0854,15.7257,101.182,°,Spot,Velocity Angle,8,1000136105,222780,
163.427,73.696,87.0919,°,Spot,Velocity Angle,8,1000224234,224234,
163.226,82.5771,104.963,°,Spot,Velocity Angle,8,1000224241,224241,
116.59,28.6621,99.9332,°,Spot,Velocity Angle,8,1000224431,224431,
78.751,60.9232,31.5825,°,Spot,Velocity Angle,8,1000135496,224496,
