
Velocity Angle
 ==================== 
Velocity Angle X,Velocity Angle Y,Velocity Angle Z,Unit,Category,Collection,Time,TrackID,ID,
5.60943,84.3932,90.0027,°,Surface,Velocity Angle,11,1000014199,14516,
70.0838,160.067,90.8365,°,Surface,Velocity Angle,11,1000014198,14517,
83.6622,173.665,90.0027,°,Surface,Velocity Angle,11,1000014447,14518,
63.4208,145.612,69.8365,°,Surface,Velocity Angle,11,1000014200,14519,
42.1271,63.7641,59.7068,°,Surface,Velocity Angle,11,1000014453,14520,
93.8893,67.0635,23.3036,°,Surface,Velocity Angle,11,1000014521,14521,
90.3912,4.23534,85.7852,°,Surface,Velocity Angle,12,1000014394,14522,
68.2711,121.248,140.415,°,Surface,Velocity Angle,12,1000014331,14523,
116.355,98.5117,152.107,°,Surface,Velocity Angle,12,1000014185,14524,
89.3203,142.945,52.9512,°,Surface,Velocity Angle,12,1000014459,14525,
14.4801,104.483,90.0027,°,Surface,Velocity Angle,12,1000014397,14526,
145.821,117.563,108.59,°,Surface,Velocity Angle,12,1000014493,14527,
79.2725,52.2856,140.253,°,Surface,Velocity Angle,12,1000014422,14528,
41.9612,124.579,69.2981,°,Surface,Velocity Angle,12,1000014430,14529,
137.965,49.6952,80.0323,°,Surface,Velocity Angle,12,1000014299,14530,
84.4425,5.56009,90.0027,°,Surface,Velocity Angle,12,1000014400,14531,
66.7223,155.64,96.7977,°,Surface,Velocity Angle,12,1000014465,14532,
164.75,105.258,90.0027,°,Surface,Velocity Angle,12,1000014402,14533,
112.754,22.7514,90.0027,°,Surface,Velocity Angle,12,1000014433,14534,
