
Track Position
 ==================== 
Track Position X Mean,Track Position Y Mean,Track Position Z Mean,Unit,Category,Collection,ID,
86.9857,306.335,12.3,um,Track,Track Position,1000015753,
164.359,206.824,3.88636,um,Track,Track Position,1000015756,
66.1847,288.085,3.75,um,Track,Track Position,1000015758,
209.128,86.5253,45.3,um,Track,Track Position,1000015767,
66.5981,226.439,30.75,um,Track,Track Position,1000015768,
71.9498,207.151,6.15,um,Track,Track Position,1000015772,
144.315,287.857,27.9567,um,Track,Track Position,1000015781,
211.847,217.149,40.3561,um,Track,Track Position,1000015782,
86.439,221.016,9.14286,um,Track,Track Position,1000015808,
257.708,38.3161,47.5409,um,Track,Track Position,1000015810,
160.05,41.3314,5.76029,um,Track,Track Position,1000015856,
71.2074,119.33,35.118,um,Track,Track Position,1000015857,
52.9691,321.098,18.8831,um,Track,Track Position,1000015872,
94.5569,228.96,4.45259,um,Track,Track Position,1000015881,
162.943,137.466,14.8593,um,Track,Track Position,1000015885,
190.172,94.5374,2.26531,um,Track,Track Position,1000015891,
105.222,233.032,37.7673,um,Track,Track Position,1000015910,
81.0131,93.1529,18,um,Track,Track Position,1000015931,
94.2451,295.029,31.8282,um,Track,Track Position,1000015937,
250.803,18.2596,9.38649,um,Track,Track Position,1000015951,
44.234,101.182,8.88848,um,Track,Track Position,1000015960,
143.666,268.774,48.7139,um,Track,Track Position,1000015964,
158.072,148.504,5.57353,um,Track,Track Position,1000015975,
167.401,217.169,28.8803,um,Track,Track Position,1000015996,
221.011,-13.9724,24.6827,um,Track,Track Position,1000016009,
128.852,346.239,28.4624,um,Track,Track Position,1000016017,
210.829,157.504,52.4167,um,Track,Track Position,1000016024,
74.1175,206.756,5.01546,um,Track,Track Position,1000016031,
182.191,225.383,34.375,um,Track,Track Position,1000016045,
70.2342,307.376,8.375,um,Track,Track Position,1000016051,
135.997,186.408,49.3748,um,Track,Track Position,1000016052,
182.008,196.031,16.6676,um,Track,Track Position,1000016073,
141.542,201.239,38.7434,um,Track,Track Position,1000016077,
126.587,152.513,51.2538,um,Track,Track Position,1000016083,
183.664,238.367,34.325,um,Track,Track Position,1000016095,
72.7371,319.826,4.88182,um,Track,Track Position,1000016100,
81.5482,300.3,10.402,um,Track,Track Position,1000016102,
75.7633,288.715,3.86842,um,Track,Track Position,1000016107,
178.443,162.553,7.08211,um,Track,Track Position,1000016109,
137.212,127.849,10.2956,um,Track,Track Position,1000016117,
130.31,177.975,9.7,um,Track,Track Position,1000016143,
50.8482,300.772,3.75,um,Track,Track Position,1000016167,
78.2969,328.069,41.9571,um,Track,Track Position,1000016188,
134.428,230.387,13.074,um,Track,Track Position,1000016195,
210.69,118.244,39.75,um,Track,Track Position,1000016200,
248.801,179.075,37.8954,um,Track,Track Position,1000016214,
228.83,177.232,30.0724,um,Track,Track Position,1000016218,
70.3445,305.94,3.55714,um,Track,Track Position,1000016223,
95.5118,216.471,3.41905,um,Track,Track Position,1000016232,
135.925,176.133,4.83333,um,Track,Track Position,1000016233,
24.3854,283.99,3.52228,um,Track,Track Position,1000016235,
95.6795,295.839,29.5727,um,Track,Track Position,1000016250,
139.522,186.931,43.1684,um,Track,Track Position,1000016259,
138.557,273.85,46.85,um,Track,Track Position,1000016275,
242.311,118.746,20.0986,um,Track,Track Position,1000016281,
68.0723,227.375,27.34,um,Track,Track Position,1000016292,
146.139,386.643,45.8972,um,Track,Track Position,1000016299,
96.4519,313.719,17.1385,um,Track,Track Position,1000016304,
89.1405,223.605,10.0417,um,Track,Track Position,1000016316,
93.4772,206.837,4.06122,um,Track,Track Position,1000016320,
198.799,172.015,52.4844,um,Track,Track Position,1000016332,
141.311,191.398,52.5,um,Track,Track Position,1000016337,
342.35,-14.6662,52.3071,um,Track,Track Position,1000016338,
137.265,186.144,30.4013,um,Track,Track Position,1000016342,
130.534,347.861,25.9396,um,Track,Track Position,1000016354,
171.502,223.418,16.2019,um,Track,Track Position,1000016357,
52.6299,321.318,24.6599,um,Track,Track Position,1000016360,
242.948,211.156,51.93,um,Track,Track Position,1000016381,
143.585,249.587,15.3514,um,Track,Track Position,1000016386,
133.533,234.938,10.4415,um,Track,Track Position,1000016390,
113.7,210.13,10.1791,um,Track,Track Position,1000016397,
52.352,237.11,6.05261,um,Track,Track Position,1000016402,
73.173,207.819,3.75,um,Track,Track Position,1000016404,
83.2639,302.367,8.06923,um,Track,Track Position,1000016415,
174.319,199.103,17.9941,um,Track,Track Position,1000016419,
152.009,190.449,9.93683,um,Track,Track Position,1000016423,
138.896,180.247,41.875,um,Track,Track Position,1000016426,
245.66,39.4842,41.1355,um,Track,Track Position,1000016430,
250.715,24.4985,14.1057,um,Track,Track Position,1000016436,
158.636,182.411,7.58804,um,Track,Track Position,1000016453,
138.315,106.786,43.2576,um,Track,Track Position,1000016466,
27.7435,197.226,3.75,um,Track,Track Position,1000016468,
211.834,218.264,39.675,um,Track,Track Position,1000016474,
183.941,240.333,32.2421,um,Track,Track Position,1000016475,
147.748,207.952,37.0127,um,Track,Track Position,1000016485,
138.697,339.718,13.8064,um,Track,Track Position,1000016504,
