
Track Volume Mean
 ==================== 
Track Volume Mean,Unit,Category,ID,
9.0207,um^3,Track,1000015768,
7.98283,um^3,Track,1000015772,
33.8994,um^3,Track,1000015781,
6.65485,um^3,Track,1000015782,
5.86314,um^3,Track,1000015808,
13.1745,um^3,Track,1000015810,
18.6387,um^3,Track,1000015856,
14.031,um^3,Track,1000015857,
3.44294,um^3,Track,1000015872,
41.1143,um^3,Track,1000015881,
42.477,um^3,Track,1000015885,
30.5941,um^3,Track,1000015891,
7.8759,um^3,Track,1000015910,
2.55654,um^3,Track,1000015931,
19.4498,um^3,Track,1000015937,
26.6159,um^3,Track,1000015951,
12.8783,um^3,Track,1000015960,
84.7604,um^3,Track,1000015964,
46.9129,um^3,Track,1000015975,
44.5892,um^3,Track,1000015996,
5.03172,um^3,Track,1000016009,
6.60177,um^3,Track,1000016017,
31.7032,um^3,Track,1000016024,
21.1125,um^3,Track,1000016031,
3.22152,um^3,Track,1000016045,
13.635,um^3,Track,1000016051,
10.539,um^3,Track,1000016052,
34.2848,um^3,Track,1000016073,
26.0481,um^3,Track,1000016077,
8.76324,um^3,Track,1000016083,
6.37361,um^3,Track,1000016095,
23.3944,um^3,Track,1000016100,
9.84423,um^3,Track,1000016102,
24.5012,um^3,Track,1000016107,
19.7723,um^3,Track,1000016109,
40.4549,um^3,Track,1000016117,
2.96158,um^3,Track,1000016143,
11.7504,um^3,Track,1000016167,
8.72966,um^3,Track,1000016188,
25.096,um^3,Track,1000016195,
2.65464,um^3,Track,1000016200,
43.9825,um^3,Track,1000016214,
18.974,um^3,Track,1000016218,
8.22032,um^3,Track,1000016223,
21.8774,um^3,Track,1000016232,
8.99769,um^3,Track,1000016233,
58.9842,um^3,Track,1000016235,
24.9756,um^3,Track,1000016250,
9.56096,um^3,Track,1000016259,
6.86753,um^3,Track,1000016275,
17.0711,um^3,Track,1000016281,
21.6984,um^3,Track,1000016292,
25.4066,um^3,Track,1000016299,
17.5044,um^3,Track,1000016304,
6.35016,um^3,Track,1000016316,
32.2105,um^3,Track,1000016320,
52.6694,um^3,Track,1000016332,
9.15785,um^3,Track,1000016337,
28.3276,um^3,Track,1000016338,
16.3176,um^3,Track,1000016342,
10.9352,um^3,Track,1000016354,
16.9628,um^3,Track,1000016357,
7.18047,um^3,Track,1000016360,
11.8661,um^3,Track,1000016381,
47.824,um^3,Track,1000016386,
13.6803,um^3,Track,1000016390,
73.0209,um^3,Track,1000016397,
10.0757,um^3,Track,1000016402,
7.33747,um^3,Track,1000016404,
7.09814,um^3,Track,1000016415,
26.0681,um^3,Track,1000016419,
40.7602,um^3,Track,1000016423,
5.48523,um^3,Track,1000016426,
20.9882,um^3,Track,1000016430,
56.9591,um^3,Track,1000016436,
15.9629,um^3,Track,1000016453,
66.6155,um^3,Track,1000016466,
36.7423,um^3,Track,1000016468,
6.38596,um^3,Track,1000016474,
13.0544,um^3,Track,1000016475,
32.7033,um^3,Track,1000016485,
18.3045,um^3,Track,1000016504,
30.0033,um^3,Track,1000016508,
5.87135,um^3,Track,1000016512,
6.21357,um^3,Track,1000016521,
5.08904,um^3,Track,1000016531,
39.3277,um^3,Track,1000016534,
4.74619,um^3,Track,1000016542,
2.66536,um^3,Track,1000016585,
25.0593,um^3,Track,1000016590,
11.5172,um^3,Track,1000016591,
6.62218,um^3,Track,1000016603,
6.10225,um^3,Track,1000016609,
3.73229,um^3,Track,1000016611,
61.7363,um^3,Track,1000016612,
12.9225,um^3,Track,1000016623,
50.2246,um^3,Track,1000016626,
6.25092,um^3,Track,1000016639,
4.26396,um^3,Track,1000016641,
81.9518,um^3,Track,1000016643,
31.0483,um^3,Track,1000016665,
40.9473,um^3,Track,1000016666,
17.8817,um^3,Track,1000016674,
17.0748,um^3,Track,1000016677,
43.8174,um^3,Track,1000016700,
4.04573,um^3,Track,1000016703,
17.3145,um^3,Track,1000016708,
