
Track Area Mean
 ==================== 
Track Area Mean,Unit,Category,ID,
63.0334,um^2,Track,1000016534,
14.6943,um^2,Track,1000016542,
11.309,um^2,Track,1000016585,
50.4836,um^2,Track,1000016590,
29.238,um^2,Track,1000016591,
18.6459,um^2,Track,1000016603,
18.22,um^2,Track,1000016609,
15.5072,um^2,Track,1000016611,
88.0388,um^2,Track,1000016612,
29.4043,um^2,Track,1000016623,
82.4426,um^2,Track,1000016626,
18.3956,um^2,Track,1000016639,
13.4358,um^2,Track,1000016641,
100.287,um^2,Track,1000016643,
55.6117,um^2,Track,1000016665,
67.1477,um^2,Track,1000016666,
38.7653,um^2,Track,1000016674,
36.3422,um^2,Track,1000016677,
69.9221,um^2,Track,1000016700,
15.3311,um^2,Track,1000016703,
42.2916,um^2,Track,1000016708,
