
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,TrackID,ID,
198.42,um,Surface,Distance from Origin,6,1000018778,18963,
255.642,um,Surface,Distance from Origin,6,1000018964,18964,
209.758,um,Surface,Distance from Origin,6,1000018779,18965,
388.492,um,Surface,Distance from Origin,7,1000018760,18966,
381.843,um,Surface,Distance from Origin,7,1000018788,18967,
381.745,um,Surface,Distance from Origin,7,1000018858,18968,
394.094,um,Surface,Distance from Origin,7,1000018930,18969,
388.917,um,Surface,Distance from Origin,7,1000018970,18970,
390.937,um,Surface,Distance from Origin,7,1000018761,18971,
392.582,um,Surface,Distance from Origin,7,1000018762,18972,
399.549,um,Surface,Distance from Origin,7,1000018933,18973,
437.785,um,Surface,Distance from Origin,7,1000018764,18974,
417.966,um,Surface,Distance from Origin,7,1000018763,18975,
414.759,um,Surface,Distance from Origin,7,1000018794,18976,
437.368,um,Surface,Distance from Origin,7,1000018765,18977,
445.254,um,Surface,Distance from Origin,7,1000018978,18978,
431.278,um,Surface,Distance from Origin,7,1000018766,18979,
458.166,um,Surface,Distance from Origin,7,1000018867,18980,
461.497,um,Surface,Distance from Origin,7,1000018767,18981,
464.447,um,Surface,Distance from Origin,7,1000018768,18982,
462.608,um,Surface,Distance from Origin,7,1000018797,18983,
482.801,um,Surface,Distance from Origin,7,1000018799,18984,
494.868,um,Surface,Distance from Origin,7,1000018904,18985,
387.506,um,Surface,Distance from Origin,7,1000018816,18986,
405.698,um,Surface,Distance from Origin,7,1000018759,18987,
413.686,um,Surface,Distance from Origin,7,1000018758,18988,
417.043,um,Surface,Distance from Origin,7,1000018757,18989,
387.471,um,Surface,Distance from Origin,7,1000018756,18990,
372.124,um,Surface,Distance from Origin,7,1000018755,18991,
384.613,um,Surface,Distance from Origin,7,1000018812,18992,
358.718,um,Surface,Distance from Origin,7,1000018947,18993,
339.966,um,Surface,Distance from Origin,7,1000018769,18994,
372.936,um,Surface,Distance from Origin,7,1000018770,18995,
360.054,um,Surface,Distance from Origin,7,1000018996,18996,
343.459,um,Surface,Distance from Origin,7,1000018802,18997,
327.221,um,Surface,Distance from Origin,7,1000018772,18998,
299.985,um,Surface,Distance from Origin,7,1000018773,18999,
325.297,um,Surface,Distance from Origin,7,1000018912,19000,
285.336,um,Surface,Distance from Origin,7,1000018913,19001,
286.192,um,Surface,Distance from Origin,7,1000019002,19002,
277.865,um,Surface,Distance from Origin,7,1000019003,19003,
277.543,um,Surface,Distance from Origin,7,1000019004,19004,
278.649,um,Surface,Distance from Origin,7,1000018774,19005,
287.184,um,Surface,Distance from Origin,7,1000018775,19006,
273.802,um,Surface,Distance from Origin,7,1000019007,19007,
248.075,um,Surface,Distance from Origin,7,1000018776,19008,
249.775,um,Surface,Distance from Origin,7,1000018777,19009,
260.319,um,Surface,Distance from Origin,7,1000018809,19010,
235.588,um,Surface,Distance from Origin,7,1000018919,19011,
198.723,um,Surface,Distance from Origin,7,1000018778,19012,
255.136,um,Surface,Distance from Origin,7,1000018964,19013,
209.264,um,Surface,Distance from Origin,7,1000018779,19014,
358.745,um,Surface,Distance from Origin,8,1000018947,19015,
382.874,um,Surface,Distance from Origin,8,1000018812,19016,
372.002,um,Surface,Distance from Origin,8,1000018755,19017,
387.094,um,Surface,Distance from Origin,8,1000018756,19018,
404.934,um,Surface,Distance from Origin,8,1000018759,19019,
388.047,um,Surface,Distance from Origin,8,1000018816,19020,
388.428,um,Surface,Distance from Origin,8,1000018760,19021,
382.104,um,Surface,Distance from Origin,8,1000018788,19022,
379.632,um,Surface,Distance from Origin,8,1000018858,19023,
387.739,um,Surface,Distance from Origin,8,1000018970,19024,
393.99,um,Surface,Distance from Origin,8,1000018930,19025,
390.13,um,Surface,Distance from Origin,8,1000018761,19026,
391.155,um,Surface,Distance from Origin,8,1000018762,19027,
398.136,um,Surface,Distance from Origin,8,1000018933,19028,
436.619,um,Surface,Distance from Origin,8,1000018764,19029,
417.407,um,Surface,Distance from Origin,8,1000018763,19030,
414.793,um,Surface,Distance from Origin,8,1000018794,19031,
444.798,um,Surface,Distance from Origin,8,1000018978,19032,
430.742,um,Surface,Distance from Origin,8,1000018766,19033,
457.698,um,Surface,Distance from Origin,8,1000018867,19034,
462.655,um,Surface,Distance from Origin,8,1000018768,19035,
462.289,um,Surface,Distance from Origin,8,1000018797,19036,
481.758,um,Surface,Distance from Origin,8,1000018799,19037,
493.483,um,Surface,Distance from Origin,8,1000018904,19038,
338.109,um,Surface,Distance from Origin,8,1000018769,19039,
372.432,um,Surface,Distance from Origin,8,1000018770,19040,
359.893,um,Surface,Distance from Origin,8,1000018996,19041,
