
Intensity Sum Ch=5 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,TrackID,ID,
1635,,Surface,5,Image 1,6,1000018779,18965,
2827,,Surface,5,Image 1,7,1000018760,18966,
2550,,Surface,5,Image 1,7,1000018788,18967,
1785,,Surface,5,Image 1,7,1000018858,18968,
3704,,Surface,5,Image 1,7,1000018930,18969,
2530,,Surface,5,Image 1,7,1000018970,18970,
8794,,Surface,5,Image 1,7,1000018761,18971,
2653,,Surface,5,Image 1,7,1000018762,18972,
1020,,Surface,5,Image 1,7,1000018933,18973,
7469,,Surface,5,Image 1,7,1000018764,18974,
8132,,Surface,5,Image 1,7,1000018763,18975,
1785,,Surface,5,Image 1,7,1000018794,18976,
11010,,Surface,5,Image 1,7,1000018765,18977,
1733,,Surface,5,Image 1,7,1000018978,18978,
5886,,Surface,5,Image 1,7,1000018766,18979,
1455,,Surface,5,Image 1,7,1000018867,18980,
739,,Surface,5,Image 1,7,1000018767,18981,
4501,,Surface,5,Image 1,7,1000018768,18982,
433,,Surface,5,Image 1,7,1000018797,18983,
7276,,Surface,5,Image 1,7,1000018799,18984,
510,,Surface,5,Image 1,7,1000018904,18985,
1732,,Surface,5,Image 1,7,1000018816,18986,
2464,,Surface,5,Image 1,7,1000018759,18987,
894,,Surface,5,Image 1,7,1000018758,18988,
765,,Surface,5,Image 1,7,1000018757,18989,
1272,,Surface,5,Image 1,7,1000018756,18990,
2078,,Surface,5,Image 1,7,1000018755,18991,
3230,,Surface,5,Image 1,7,1000018812,18992,
2140,,Surface,5,Image 1,7,1000018947,18993,
3587,,Surface,5,Image 1,7,1000018769,18994,
2536,,Surface,5,Image 1,7,1000018770,18995,
835,,Surface,5,Image 1,7,1000018996,18996,
1185,,Surface,5,Image 1,7,1000018802,18997,
441,,Surface,5,Image 1,7,1000018772,18998,
1530,,Surface,5,Image 1,7,1000018773,18999,
2418,,Surface,5,Image 1,7,1000018912,19000,
1485,,Surface,5,Image 1,7,1000018913,19001,
1020,,Surface,5,Image 1,7,1000019002,19002,
4522,,Surface,5,Image 1,7,1000019003,19003,
2066,,Surface,5,Image 1,7,1000019004,19004,
1020,,Surface,5,Image 1,7,1000018774,19005,
885,,Surface,5,Image 1,7,1000018775,19006,
1092,,Surface,5,Image 1,7,1000019007,19007,
1960,,Surface,5,Image 1,7,1000018776,19008,
5857,,Surface,5,Image 1,7,1000018777,19009,
8030,,Surface,5,Image 1,7,1000018809,19010,
3106,,Surface,5,Image 1,7,1000018919,19011,
1393,,Surface,5,Image 1,7,1000018778,19012,
505,,Surface,5,Image 1,7,1000018964,19013,
1795,,Surface,5,Image 1,7,1000018779,19014,
1744,,Surface,5,Image 1,8,1000018947,19015,
1530,,Surface,5,Image 1,8,1000018812,19016,
3571,,Surface,5,Image 1,8,1000018755,19017,
255,,Surface,5,Image 1,8,1000018756,19018,
4823,,Surface,5,Image 1,8,1000018759,19019,
1275,,Surface,5,Image 1,8,1000018816,19020,
3923,,Surface,5,Image 1,8,1000018760,19021,
2550,,Surface,5,Image 1,8,1000018788,19022,
510,,Surface,5,Image 1,8,1000018858,19023,
2488,,Surface,5,Image 1,8,1000018970,19024,
4760,,Surface,5,Image 1,8,1000018930,19025,
6468,,Surface,5,Image 1,8,1000018761,19026,
3329,,Surface,5,Image 1,8,1000018762,19027,
494,,Surface,5,Image 1,8,1000018933,19028,
7806,,Surface,5,Image 1,8,1000018764,19029,
8718,,Surface,5,Image 1,8,1000018763,19030,
1773,,Surface,5,Image 1,8,1000018794,19031,
5945,,Surface,5,Image 1,8,1000018978,19032,
4649,,Surface,5,Image 1,8,1000018766,19033,
765,,Surface,5,Image 1,8,1000018867,19034,
4875,,Surface,5,Image 1,8,1000018768,19035,
1043,,Surface,5,Image 1,8,1000018797,19036,
7461,,Surface,5,Image 1,8,1000018799,19037,
255,,Surface,5,Image 1,8,1000018904,19038,
4730,,Surface,5,Image 1,8,1000018769,19039,
3509,,Surface,5,Image 1,8,1000018770,19040,
1393,,Surface,5,Image 1,8,1000018996,19041,
580,,Surface,5,Image 1,8,1000018802,19042,
1530,,Surface,5,Image 1,8,1000018773,19043,
1624,,Surface,5,Image 1,8,1000018912,19044,
2302,,Surface,5,Image 1,8,1000019003,19045,
1530,,Surface,5,Image 1,8,1000018913,19046,
510,,Surface,5,Image 1,8,1000019002,19047,
1120,,Surface,5,Image 1,8,1000019004,19048,
1101,,Surface,5,Image 1,8,1000019049,19049,
966,,Surface,5,Image 1,8,1000018774,19050,
470,,Surface,5,Image 1,8,1000018775,19051,
1422,,Surface,5,Image 1,8,1000019007,19052,
3249,,Surface,5,Image 1,8,1000018776,19053,
4715,,Surface,5,Image 1,8,1000018777,19054,
5378,,Surface,5,Image 1,8,1000018919,19055,
1953,,Surface,5,Image 1,8,1000018778,19056,
2717,,Surface,5,Image 1,8,1000018964,19057,
2078,,Surface,5,Image 1,8,1000018779,19058,
4920,,Surface,5,Image 1,9,1000018770,19059,
3288,,Surface,5,Image 1,9,1000018769,19060,
2009,,Surface,5,Image 1,9,1000018947,19061,
2040,,Surface,5,Image 1,9,1000018812,19062,
2424,,Surface,5,Image 1,9,1000018755,19063,
1087,,Surface,5,Image 1,9,1000019064,19064,
1020,,Surface,5,Image 1,9,1000018756,19065,
2190,,Surface,5,Image 1,9,1000018759,19066,
4471,,Surface,5,Image 1,9,1000018760,19067,
1785,,Surface,5,Image 1,9,1000018788,19068,
2805,,Surface,5,Image 1,9,1000018816,19069,
765,,Surface,5,Image 1,9,1000018858,19070,
3909,,Surface,5,Image 1,9,1000018930,19071,
3712,,Surface,5,Image 1,9,1000018970,19072,
6539,,Surface,5,Image 1,9,1000018761,19073,
2506,,Surface,5,Image 1,9,1000018762,19074,
510,,Surface,5,Image 1,9,1000018933,19075,
7357,,Surface,5,Image 1,9,1000018764,19076,
8414,,Surface,5,Image 1,9,1000018763,19077,
255,,Surface,5,Image 1,9,1000018794,19078,
7928,,Surface,5,Image 1,9,1000018978,19079,
4523,,Surface,5,Image 1,9,1000018766,19080,
1012,,Surface,5,Image 1,9,1000018867,19081,
813,,Surface,5,Image 1,9,1000018797,19082,
2172,,Surface,5,Image 1,9,1000018768,19083,
7375,,Surface,5,Image 1,9,1000018799,19084,
1020,,Surface,5,Image 1,9,1000018904,19085,
