
Shortest Distance to Surfaces Surfaces=Surfaces 1
 ==================== 
Shortest Distance to Surfaces,Unit,Category,Surfaces,Time,TrackID,ID,
135.633,um,Surface,Surfaces 1,8,1000018755,19017,
131.99,um,Surface,Surfaces 1,8,1000018756,19018,
164.339,um,Surface,Surfaces 1,8,1000018759,19019,
114.591,um,Surface,Surfaces 1,8,1000018816,19020,
127.749,um,Surface,Surfaces 1,8,1000018760,19021,
100.661,um,Surface,Surfaces 1,8,1000018788,19022,
90.3778,um,Surface,Surfaces 1,8,1000018858,19023,
104.271,um,Surface,Surfaces 1,8,1000018970,19024,
132.024,um,Surface,Surfaces 1,8,1000018930,19025,
100.703,um,Surface,Surfaces 1,8,1000018761,19026,
93.2402,um,Surface,Surfaces 1,8,1000018762,19027,
108.468,um,Surface,Surfaces 1,8,1000018933,19028,
192.27,um,Surface,Surfaces 1,8,1000018764,19029,
157.061,um,Surface,Surfaces 1,8,1000018763,19030,
132.449,um,Surface,Surfaces 1,8,1000018794,19031,
201.36,um,Surface,Surfaces 1,8,1000018978,19032,
152.21,um,Surface,Surfaces 1,8,1000018766,19033,
213.738,um,Surface,Surfaces 1,8,1000018867,19034,
185.8,um,Surface,Surfaces 1,8,1000018768,19035,
188.808,um,Surface,Surfaces 1,8,1000018797,19036,
220.585,um,Surface,Surfaces 1,8,1000018799,19037,
222.089,um,Surface,Surfaces 1,8,1000018904,19038,
87.3531,um,Surface,Surfaces 1,8,1000018769,19039,
176.909,um,Surface,Surfaces 1,8,1000018770,19040,
177.286,um,Surface,Surfaces 1,8,1000018996,19041,
164.311,um,Surface,Surfaces 1,8,1000018802,19042,
115.539,um,Surface,Surfaces 1,8,1000018773,19043,
180.771,um,Surface,Surfaces 1,8,1000018912,19044,
76.7225,um,Surface,Surfaces 1,8,1000019003,19045,
83.5187,um,Surface,Surfaces 1,8,1000018913,19046,
87.8978,um,Surface,Surfaces 1,8,1000019002,19047,
90.7901,um,Surface,Surfaces 1,8,1000019004,19048,
106.847,um,Surface,Surfaces 1,8,1000019049,19049,
92.8026,um,Surface,Surfaces 1,8,1000018774,19050,
108.13,um,Surface,Surfaces 1,8,1000018775,19051,
88.8224,um,Surface,Surfaces 1,8,1000019007,19052,
40.5076,um,Surface,Surfaces 1,8,1000018776,19053,
108.685,um,Surface,Surfaces 1,8,1000018777,19054,
123.081,um,Surface,Surfaces 1,8,1000018919,19055,
102.588,um,Surface,Surfaces 1,8,1000018778,19056,
176.571,um,Surface,Surfaces 1,8,1000018964,19057,
156.642,um,Surface,Surfaces 1,8,1000018779,19058,
177.859,um,Surface,Surfaces 1,9,1000018770,19059,
88.9505,um,Surface,Surfaces 1,9,1000018769,19060,
98.2237,um,Surface,Surfaces 1,9,1000018947,19061,
152.389,um,Surface,Surfaces 1,9,1000018812,19062,
135.171,um,Surface,Surfaces 1,9,1000018755,19063,
163.462,um,Surface,Surfaces 1,9,1000019064,19064,
132.258,um,Surface,Surfaces 1,9,1000018756,19065,
163.703,um,Surface,Surfaces 1,9,1000018759,19066,
127.715,um,Surface,Surfaces 1,9,1000018760,19067,
99.3987,um,Surface,Surfaces 1,9,1000018788,19068,
116.201,um,Surface,Surfaces 1,9,1000018816,19069,
92.9032,um,Surface,Surfaces 1,9,1000018858,19070,
