
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,TrackID,ID,
113.331,um,Surface,Image 1,11,1000018794,19172,
43.0908,um,Surface,Image 1,11,1000018978,19173,
37.7527,um,Surface,Image 1,11,1000018766,19174,
28.6442,um,Surface,Image 1,11,1000018867,19175,
74.7616,um,Surface,Image 1,11,1000018768,19176,
26.9283,um,Surface,Image 1,11,1000018799,19177,
36.1165,um,Surface,Image 1,11,1000018904,19178,
97.5562,um,Surface,Image 1,11,1000018996,19179,
126.754,um,Surface,Image 1,11,1000019180,19180,
153.184,um,Surface,Image 1,11,1000019133,19181,
109.18,um,Surface,Image 1,11,1000019087,19182,
79.2904,um,Surface,Image 1,11,1000018773,19183,
115.13,um,Surface,Image 1,11,1000019003,19184,
139.07,um,Surface,Image 1,11,1000019002,19185,
139.173,um,Surface,Image 1,11,1000018913,19186,
100.67,um,Surface,Image 1,11,1000019004,19187,
136.341,um,Surface,Image 1,11,1000018774,19188,
122.464,um,Surface,Image 1,11,1000019049,19189,
135.11,um,Surface,Image 1,11,1000019007,19190,
133.396,um,Surface,Image 1,11,1000019191,19191,
148.848,um,Surface,Image 1,11,1000018776,19192,
66.8364,um,Surface,Image 1,11,1000018777,19193,
79.4564,um,Surface,Image 1,11,1000018778,19194,
42.136,um,Surface,Image 1,11,1000018964,19195,
16.1683,um,Surface,Image 1,11,1000018779,19196,
189.008,um,Surface,Image 1,12,1000019152,19197,
39.6748,um,Surface,Image 1,12,1000018770,19198,
95.8957,um,Surface,Image 1,12,1000018812,19199,
97.5562,um,Surface,Image 1,12,1000018947,19200,
74.5163,um,Surface,Image 1,12,1000018755,19201,
79.152,um,Surface,Image 1,12,1000019064,19202,
120.711,um,Surface,Image 1,12,1000018788,19203,
63.5153,um,Surface,Image 1,12,1000019109,19204,
70.4065,um,Surface,Image 1,12,1000018759,19205,
77.4914,um,Surface,Image 1,12,1000019108,19206,
88.9117,um,Surface,Image 1,12,1000018760,19207,
149.033,um,Surface,Image 1,12,1000018858,19208,
107.416,um,Surface,Image 1,12,1000019114,19209,
115.822,um,Surface,Image 1,12,1000018816,19210,
141.624,um,Surface,Image 1,12,1000018970,19211,
85.1853,um,Surface,Image 1,12,1000018930,19212,
136.961,um,Surface,Image 1,12,1000018761,19213,
129.003,um,Surface,Image 1,12,1000018762,19214,
134.918,um,Surface,Image 1,12,1000018933,19215,
39.387,um,Surface,Image 1,12,1000019216,19216,
41.0982,um,Surface,Image 1,12,1000018764,19217,
42.6865,um,Surface,Image 1,12,1000018978,19218,
37.9985,um,Surface,Image 1,12,1000018766,19219,
73.7427,um,Surface,Image 1,12,1000018768,19220,
26.8559,um,Surface,Image 1,12,1000018799,19221,
34.456,um,Surface,Image 1,12,1000018904,19222,
194.807,um,Surface,Image 1,12,1000019150,19223,
126.616,um,Surface,Image 1,12,1000019180,19224,
96.9146,um,Surface,Image 1,12,1000018996,19225,
152.188,um,Surface,Image 1,12,1000019133,19226,
109.318,um,Surface,Image 1,12,1000019087,19227,
80.1206,um,Surface,Image 1,12,1000018773,19228,
117.155,um,Surface,Image 1,12,1000019003,19229,
138.378,um,Surface,Image 1,12,1000019002,19230,
137.305,um,Surface,Image 1,12,1000018913,19231,
100.877,um,Surface,Image 1,12,1000019004,19232,
136.579,um,Surface,Image 1,12,1000018774,19233,
123.997,um,Surface,Image 1,12,1000019049,19234,
133.963,um,Surface,Image 1,12,1000019007,19235,
135.748,um,Surface,Image 1,12,1000019191,19236,
149.863,um,Surface,Image 1,12,1000018776,19237,
40.9598,um,Surface,Image 1,12,1000018964,19238,
17.0204,um,Surface,Image 1,12,1000018779,19239,
126.523,um,Surface,Image 1,13,1000019240,19240,
94.7887,um,Surface,Image 1,13,1000018812,19241,
96.726,um,Surface,Image 1,13,1000018947,19242,
82.6847,um,Surface,Image 1,13,1000019064,19243,
75.2221,um,Surface,Image 1,13,1000018755,19244,
64.4286,um,Surface,Image 1,13,1000019109,19245,
78.7023,um,Surface,Image 1,13,1000019108,19246,
72.5445,um,Surface,Image 1,13,1000018759,19247,
119.973,um,Surface,Image 1,13,1000018816,19248,
88.0675,um,Surface,Image 1,13,1000018760,19249,
110.259,um,Surface,Image 1,13,1000019114,19250,
142.568,um,Surface,Image 1,13,1000018970,19251,
84.4565,um,Surface,Image 1,13,1000018930,19252,
135.748,um,Surface,Image 1,13,1000018761,19253,
128.18,um,Surface,Image 1,13,1000018762,19254,
136.579,um,Surface,Image 1,13,1000018933,19255,
38.6192,um,Surface,Image 1,13,1000019216,19256,
41.9561,um,Surface,Image 1,13,1000018764,19257,
44.5066,um,Surface,Image 1,13,1000018978,19258,
37.1959,um,Surface,Image 1,13,1000018766,19259,
26.997,um,Surface,Image 1,13,1000018799,19260,
35.2863,um,Surface,Image 1,13,1000018904,19261,
39.6867,um,Surface,Image 1,13,1000018770,19262,
188.758,um,Surface,Image 1,13,1000019152,19263,
193.188,um,Surface,Image 1,13,1000019150,19264,
96.726,um,Surface,Image 1,13,1000018996,19265,
128.11,um,Surface,Image 1,13,1000019180,19266,
150.527,um,Surface,Image 1,13,1000019133,19267,
110.01,um,Surface,Image 1,13,1000019087,19268,
