
Velocity Angle
 ==================== 
Velocity Angle X,Velocity Angle Y,Velocity Angle Z,Unit,Category,Collection,Time,TrackID,ID,
83.7179,170.138,82.4262,°,Surface,Velocity Angle,9,1000019004,19093,
45.6782,72.2703,130.345,°,Surface,Velocity Angle,9,1000018774,19094,
48.266,127.609,115.441,°,Surface,Velocity Angle,9,1000019049,19095,
35.7611,54.2415,90.0027,°,Surface,Velocity Angle,9,1000019007,19096,
33.6914,56.3112,90.0027,°,Surface,Velocity Angle,9,1000018776,19097,
41.6322,76.7059,128.558,°,Surface,Velocity Angle,9,1000018777,19098,
63.9029,136.478,122,°,Surface,Velocity Angle,9,1000018919,19099,
45.0011,135.004,90.0027,°,Surface,Velocity Angle,9,1000018778,19100,
44.3392,134.038,85.8279,°,Surface,Velocity Angle,9,1000018964,19101,
42.1672,47.8354,90.0027,°,Surface,Velocity Angle,9,1000018779,19102,
