
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,TrackID,ID,
71.3627,,Surface,6,Image 1,10,1000018779,19149,
26.3919,,Surface,6,Image 1,11,1000019150,19150,
8.47215,,Surface,6,Image 1,11,1000018770,19151,
27.4537,,Surface,6,Image 1,11,1000019152,19152,
0,,Surface,6,Image 1,11,1000018812,19153,
12.8156,,Surface,6,Image 1,11,1000018947,19154,
20.8011,,Surface,6,Image 1,11,1000018755,19155,
39.8964,,Surface,6,Image 1,11,1000019064,19156,
0,,Surface,6,Image 1,11,1000018756,19157,
67.1996,,Surface,6,Image 1,11,1000019108,19158,
12.3108,,Surface,6,Image 1,11,1000019109,19159,
0,,Surface,6,Image 1,11,1000018788,19160,
4.5,,Surface,6,Image 1,11,1000018759,19161,
46.0148,,Surface,6,Image 1,11,1000018760,19162,
0,,Surface,6,Image 1,11,1000018858,19163,
33.6525,,Surface,6,Image 1,11,1000019114,19164,
8.24126,,Surface,6,Image 1,11,1000018816,19165,
21.1701,,Surface,6,Image 1,11,1000018970,19166,
31.8842,,Surface,6,Image 1,11,1000018930,19167,
30.6199,,Surface,6,Image 1,11,1000018761,19168,
18.25,,Surface,6,Image 1,11,1000018762,19169,
0,,Surface,6,Image 1,11,1000018933,19170,
34.2493,,Surface,6,Image 1,11,1000018764,19171,
2.48747,,Surface,6,Image 1,11,1000018794,19172,
43.1364,,Surface,6,Image 1,11,1000018978,19173,
29.6849,,Surface,6,Image 1,11,1000018766,19174,
4,,Surface,6,Image 1,11,1000018867,19175,
16.658,,Surface,6,Image 1,11,1000018768,19176,
46.8331,,Surface,6,Image 1,11,1000018799,19177,
0,,Surface,6,Image 1,11,1000018904,19178,
46.7974,,Surface,6,Image 1,11,1000018996,19179,
15.71,,Surface,6,Image 1,11,1000019180,19180,
31.6178,,Surface,6,Image 1,11,1000019133,19181,
29.3334,,Surface,6,Image 1,11,1000019087,19182,
0,,Surface,6,Image 1,11,1000018773,19183,
38.6552,,Surface,6,Image 1,11,1000019003,19184,
0,,Surface,6,Image 1,11,1000019002,19185,
0,,Surface,6,Image 1,11,1000018913,19186,
15.1905,,Surface,6,Image 1,11,1000019004,19187,
0,,Surface,6,Image 1,11,1000018774,19188,
28.9428,,Surface,6,Image 1,11,1000019049,19189,
39.5836,,Surface,6,Image 1,11,1000019007,19190,
24.8328,,Surface,6,Image 1,11,1000019191,19191,
36.6609,,Surface,6,Image 1,11,1000018776,19192,
35,,Surface,6,Image 1,11,1000018777,19193,
22.3571,,Surface,6,Image 1,11,1000018778,19194,
27.6179,,Surface,6,Image 1,11,1000018964,19195,
45.6634,,Surface,6,Image 1,11,1000018779,19196,
30.6007,,Surface,6,Image 1,12,1000019152,19197,
0,,Surface,6,Image 1,12,1000018770,19198,
0,,Surface,6,Image 1,12,1000018812,19199,
3.89711,,Surface,6,Image 1,12,1000018947,19200,
25.8062,,Surface,6,Image 1,12,1000018755,19201,
33.4988,,Surface,6,Image 1,12,1000019064,19202,
0,,Surface,6,Image 1,12,1000018788,19203,
0,,Surface,6,Image 1,12,1000019109,19204,
64.1985,,Surface,6,Image 1,12,1000018759,19205,
17.7701,,Surface,6,Image 1,12,1000019108,19206,
34.5811,,Surface,6,Image 1,12,1000018760,19207,
0,,Surface,6,Image 1,12,1000018858,19208,
11.8796,,Surface,6,Image 1,12,1000019114,19209,
0,,Surface,6,Image 1,12,1000018816,19210,
16.5954,,Surface,6,Image 1,12,1000018970,19211,
20.034,,Surface,6,Image 1,12,1000018930,19212,
33.8104,,Surface,6,Image 1,12,1000018761,19213,
22.2426,,Surface,6,Image 1,12,1000018762,19214,
0,,Surface,6,Image 1,12,1000018933,19215,
31.4551,,Surface,6,Image 1,12,1000019216,19216,
49.6097,,Surface,6,Image 1,12,1000018764,19217,
38.9446,,Surface,6,Image 1,12,1000018978,19218,
3.9911,,Surface,6,Image 1,12,1000018766,19219,
24.5979,,Surface,6,Image 1,12,1000018768,19220,
47.5235,,Surface,6,Image 1,12,1000018799,19221,
0,,Surface,6,Image 1,12,1000018904,19222,
19.625,,Surface,6,Image 1,12,1000019150,19223,
38.2582,,Surface,6,Image 1,12,1000019180,19224,
50.454,,Surface,6,Image 1,12,1000018996,19225,
73.7146,,Surface,6,Image 1,12,1000019133,19226,
49.4975,,Surface,6,Image 1,12,1000019087,19227,
0,,Surface,6,Image 1,12,1000018773,19228,
36.2785,,Surface,6,Image 1,12,1000019003,19229,
11.3137,,Surface,6,Image 1,12,1000019002,19230,
18.4047,,Surface,6,Image 1,12,1000018913,19231,
19.8639,,Surface,6,Image 1,12,1000019004,19232,
0,,Surface,6,Image 1,12,1000018774,19233,
21.9391,,Surface,6,Image 1,12,1000019049,19234,
54.6767,,Surface,6,Image 1,12,1000019007,19235,
18.5,,Surface,6,Image 1,12,1000019191,19236,
20.025,,Surface,6,Image 1,12,1000018776,19237,
50.2062,,Surface,6,Image 1,12,1000018964,19238,
47.4409,,Surface,6,Image 1,12,1000018779,19239,
40.2247,,Surface,6,Image 1,13,1000019240,19240,
14.0957,,Surface,6,Image 1,13,1000018812,19241,
18.5203,,Surface,6,Image 1,13,1000018947,19242,
36.4658,,Surface,6,Image 1,13,1000019064,19243,
36.8966,,Surface,6,Image 1,13,1000018755,19244,
5.87282,,Surface,6,Image 1,13,1000019109,19245,
53.35,,Surface,6,Image 1,13,1000019108,19246,
38.3012,,Surface,6,Image 1,13,1000018759,19247,
0,,Surface,6,Image 1,13,1000018816,19248,
22.7736,,Surface,6,Image 1,13,1000018760,19249,
21.4299,,Surface,6,Image 1,13,1000019114,19250,
17.4299,,Surface,6,Image 1,13,1000018970,19251,
32.8735,,Surface,6,Image 1,13,1000018930,19252,
24.7802,,Surface,6,Image 1,13,1000018761,19253,
23.3159,,Surface,6,Image 1,13,1000018762,19254,
0,,Surface,6,Image 1,13,1000018933,19255,
