
Track Position Start
 ==================== 
Track Position X Start,Track Position Y Start,Track Position Z Start,Unit,Category,Collection,ID,
148.202,375.695,40.5,um,Track,Track Position Start,1000020787,
154.824,369.323,57.525,um,Track,Track Position Start,1000020788,
155.952,274.956,49.5,um,Track,Track Position Start,1000020805,
121.357,388.703,61.5,um,Track,Track Position Start,1000020823,
137.824,276.894,79.5,um,Track,Track Position Start,1000020845,
123.427,250.657,44.82,um,Track,Track Position Start,1000020850,
298.619,244.098,9,um,Track,Track Position Start,1000020869,
147.674,201.868,81.2727,um,Track,Track Position Start,1000020890,
331.91,301.627,2.13158,um,Track,Track Position Start,1000020917,
243.683,413.472,1.5,um,Track,Track Position Start,1000020919,
78.9214,346.728,46.5,um,Track,Track Position Start,1000020924,
169.623,211.801,55.5,um,Track,Track Position Start,1000020929,
129.752,362.442,63.3889,um,Track,Track Position Start,1000020942,
232.251,219.286,65.8846,um,Track,Track Position Start,1000020962,
137.409,267.761,85.5,um,Track,Track Position Start,1000020967,
100.895,238.719,63.1957,um,Track,Track Position Start,1000020974,
